Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
8/2/2021,8,6, 52 ,52897.52
8/2/2021,4,6, 101 ,548013.6
8/2/2021,3,6, 87 ,952.22
8/2/2021,3,6, 82 ,83.2
8/2/2021,3,6, 54 ,3054.9
8/2/2021,11,6, 89 ,192.89
8/2/2021,11,6, 80 ,786.74
8/2/2021,13,6, 78 ,290.73
8/2/2021,12,1, 91 ,187.46
8/2/2021,11,1, 61 ,3455.08
8/2/2021,7,1, 90 ,428.4
8/2/2021,7,1, 73 ,640
8/2/2021,6,1, 60 ,25859.6
8/2/2021,5,1, 69 ,87
8/2/2021,4,1, 85 ,298
8/2/2021,3,1, 94 ,51.5
8/2/2021,3,1, 84 ,321
8/2/2021,8,2, 82 ,87.85
8/2/2021,8,2, 60 ,55758.18
8/2/2021,11,3, 65 ,328.42
8/2/2021,6,4, 90 ,354.24
8/2/2021,6,4, 71 ,33
8/2/2021,6,3, 82 ,38.7
8/3/2021,8,6, 66 ,358.71
8/3/2021,8,6, 61 ,3760.14
8/3/2021,8,6, 54 ,21360.57
8/3/2021,7,6, 74 ,352.92
8/3/2021,5,6, 69 ,44
8/3/2021,4,6, 74 ,408
8/3/2021,4,6, 69 ,77
8/3/2021,6,6, 72 ,530.25
8/3/2021,6,6, 60 ,20776.08
8/3/2021,11,6, 101 ,1404368.09
8/3/2021,11,6, 94 ,99633.9
8/3/2021,11,6, 57 ,40949.5
8/3/2021,11,6, 67 ,126.29
8/3/2021,12,6, 61 ,4976.49
8/3/2021,12,6, 74 ,390.19
8/3/2021,13,6, 82 ,54.24
8/3/2021,13,6, 76 ,2470
8/3/2021,13,6, 63 ,14958.57
8/3/2021,13,6, 85 ,194.24
8/3/2021,13,6, 72 ,994.25
8/3/2021,13,6, 53 ,3313.59
8/3/2021,13,1, 65 ,317.05
8/3/2021,12,1, 76 ,480.32
8/3/2021,12,1, 74 ,502.35
8/3/2021,12,1, 89 ,163.99
8/3/2021,12,1, 85 ,150.42
8/3/2021,7,1, 83 ,322.04
8/3/2021,6,1, 69 ,28.6
8/3/2021,6,1, 69 ,26
8/3/2021,5,1, 87 ,1134
8/3/2021,8,1, 87 ,1910.21
8/3/2021,3,1, 77 ,1254.42
8/3/2021,3,1, 94 ,50
8/3/2021,3,1, 66 ,628
8/3/2021,12,2, 71 ,9.92
8/3/2021,12,2, 77 ,121.39
8/3/2021,8,2, 76 ,561.78
8/3/2021,11,5, 91 ,59.88
8/3/2021,11,5, 80 ,192.25
8/3/2021,11,4, 69 ,52.17
8/3/2021,11,4, 65 ,506.89
8/3/2021,11,2, 74 ,443.76
8/3/2021,11,2, 90 ,103.95
8/3/2021,11,2, 85 ,49.7
8/3/2021,11,3, 92 ,369.13
8/3/2021,11,3, 68 ,159.21
8/3/2021,11,3, 65 ,425.25
8/3/2021,11,3, 74 ,301.83
8/3/2021,6,4, 62 ,1139.74
8/3/2021,6,4, 77 ,366
8/3/2021,6,3, 91 ,446.26
8/3/2021,6,3, 85 ,120
8/3/2021,6,3, 81 ,409
8/3/2021,6,3, 65 ,491
8/3/2021,6,3, 61 ,2454
8/3/2021,6,5, 78 ,57.04
8/3/2021,6,2, 91 ,122
8/3/2021,6,2, 82 ,13
8/3/2021,6,2, 68 ,35
8/3/2021,6,2, 66 ,84
8/4/2021,8,6, 101 ,1057963.22
8/4/2021,7,6, 56 ,237402.9
8/4/2021,7,6, 67 ,325
8/4/2021,5,6, 66 ,360.36
8/4/2021,5,6, 56 ,146716
8/4/2021,5,6, 74 ,267
8/4/2021,4,6, 91 ,225.4
8/4/2021,3,6, 76 ,3077.2
