Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
3/1/2020,8,6, 65 ,232.9
3/1/2020,7,6, 60 ,27200
3/1/2020,5,6, 67 ,200
3/1/2020,5,6, 56 ,102458
3/1/2020,4,6, 90 ,228.34
3/1/2020,4,6, 60 ,30100
3/1/2020,4,6, 57 ,5700
3/1/2020,4,6, 81 ,482
3/1/2020,3,6, 90 ,208.8
3/1/2020,3,6, 89 ,164.59
3/1/2020,6,6, 101 ,449600
3/1/2020,7,1, 90 ,234.32
3/1/2020,7,1, 66 ,550
3/1/2020,6,1, 89 ,215.28
3/1/2020,6,1, 71 ,70
3/1/2020,6,1, 85 ,100
3/1/2020,5,1, 73 ,353
3/1/2020,5,1, 62 ,2636
3/1/2020,4,1, 69 ,89
3/1/2020,4,1, 67 ,408
3/1/2020,8,1, 90 ,299.57
3/1/2020,8,1, 73 ,510.18
3/1/2020,3,1, 94 ,196
3/1/2020,3,1, 87 ,495
3/1/2020,3,1, 82 ,33
3/1/2020,3,1, 82 ,40
3/1/2020,3,1, 83 ,100
3/1/2020,5,1, 74 ,200
3/1/2020,8,2, 69 ,25.94
3/1/2020,8,2, 91 ,114.4
3/1/2020,8,2, 71 ,50
3/1/2020,8,2, 68 ,110.17
3/1/2020,8,2, 67 ,146.54
3/1/2020,3,7, 92 ,100.44
3/1/2020,3,7, 91 ,65
3/1/2020,3,7, 66 ,68
3/1/2020,3,7, 73 ,55
3/1/2020,6,4, 90 ,151
3/1/2020,6,4, 84 ,70
3/1/2020,6,3, 92 ,368
3/1/2020,6,3, 89 ,179
3/1/2020,6,3, 66 ,280
3/1/2020,6,3, 73 ,220
3/1/2020,6,5, 94 ,46.53
3/1/2020,6,2, 91 ,87
3/1/2020,6,2, 81 ,161
3/1/2020,6,2, 73 ,120
3/2/2020,8,6, 61 ,1200
3/2/2020,7,6, 54 ,0
3/2/2020,7,6, 69 ,47
3/2/2020,3,6, 92 ,294.5
3/2/2020,3,6, 61 ,1300
3/2/2020,3,6, 60 ,16000
3/2/2020,8,1, 87 ,650
3/2/2020,3,1, 67 ,200
3/2/2020,6,4, 90 ,141.94
3/2/2020,6,3, 83 ,140
3/2/2020,6,5, 80 ,200
3/2/2020,6,2, 87 ,200
3/2/2020,6,2, 74 ,134
3/2/2020,6,5, 74 ,100
3/2/2020,8,6, 60 ,15200
3/2/2020,8,6, 54 ,2.6
3/2/2020,5,6, 91 ,183.82
3/2/2020,5,6, 82 ,53
3/2/2020,4,6, 78 ,200
3/2/2020,3,6, 81 ,280
3/2/2020,3,6, 62 ,850
3/2/2020,6,6, 94 ,5112
3/2/2020,5,1, 94 ,207.9
3/2/2020,6,1, 78 ,200
3/2/2020,4,1, 68 ,200
3/2/2020,8,2, 82 ,30
3/2/2020,6,4, 60 ,14170
3/2/2020,6,3, 61 ,3300
3/3/2020,7,6, 78 ,200
3/3/2020,7,6, 73 ,300
3/3/2020,5,6, 74 ,208
3/3/2020,5,6, 81 ,500
3/3/2020,4,6, 84 ,200
3/3/2020,4,6, 80 ,750
3/3/2020,4,6, 53 ,4100
3/3/2020,4,6, 74 ,255
3/3/2020,3,6, 91 ,176
3/3/2020,6,6, 101 ,231400
3/3/2020,6,6, 82 ,30
3/3/2020,6,6, 89 ,111
3/3/2020,6,6, 63 ,5233
3/3/2020,6,6, 53 ,10062
3/3/2020,7,1, 62 ,2800
3/3/2020,5,1, 78 ,204
3/3/2020,4,1, 66 ,400
3/3/2020,8,1, 90 ,487.45
3/3/2020,8,1, 80 ,750
3/3/2020,3,1, 66 ,305
3/3/2020,3,1, 78 ,100
3/3/2020,5,1, 68 ,200
