Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
10/1/2021,8,6, 85 ,172.3
10/1/2021,8,6, 94 ,82378.37
10/1/2021,7,6, 71 ,108
10/1/2021,4,6, 72 ,651.84
10/1/2021,3,6, 80 ,1136
10/1/2021,6,6, 89 ,260.59
10/1/2021,12,6, 67 ,216.72
10/1/2021,11,1, 94 ,228.42
10/1/2021,7,1, 83 ,462.8
10/1/2021,6,1, 92 ,667.08
10/1/2021,8,1, 65 ,955.64
10/1/2021,8,1, 81 ,1537.47
10/1/2021,13,2, 90 ,301.26
10/1/2021,12,2, 85 ,19.91
10/1/2021,12,2, 65 ,67.78
10/1/2021,11,5, 92 ,50.76
10/1/2021,11,4, 90 ,160.34
10/1/2021,11,2, 71 ,21.55
10/1/2021,11,2, 65 ,117.78
10/1/2021,11,3, 92 ,282.39
10/1/2021,11,3, 65 ,369.91
10/1/2021,6,4, 82 ,25
10/1/2021,6,5, 65 ,169.56
10/1/2021,6,5, 65 ,157
10/1/2021,6,2, 87 ,150.12
10/1/2021,6,2, 80 ,148.52
10/2/2021,3,6, 56 ,89342
10/2/2021,11,6, 77 ,645.89
10/2/2021,11,6, 83 ,116.72
10/2/2021,12,1, 82 ,49.02
10/2/2021,11,1, 61 ,4697.02
10/2/2021,11,1, 66 ,442.26
10/2/2021,11,1, 71 ,68.85
10/2/2021,7,1, 77 ,1566.98
10/2/2021,7,1, 90 ,494
10/2/2021,6,1, 78 ,139.1
10/2/2021,5,1, 91 ,349
10/2/2021,4,1, 77 ,1906.3
10/2/2021,4,1, 78 ,459
10/2/2021,8,1, 66 ,1290.5
10/2/2021,3,1, 77 ,1431
10/2/2021,12,2, 92 ,66.61
10/2/2021,8,2, 73 ,397.76
10/2/2021,11,2, 60 ,10480.62
10/2/2021,11,2, 82 ,12.46
10/2/2021,11,2, 76 ,84.8
10/2/2021,11,3, 85 ,90.12
10/2/2021,6,2, 89 ,86
10/2/2021,6,2, 66 ,105
10/3/2021,7,6, 71 ,75.66
10/3/2021,7,6, 76 ,5104
10/3/2021,7,6, 87 ,1080
10/3/2021,5,6, 84 ,194.67
10/3/2021,5,6, 92 ,421
10/3/2021,4,6, 92 ,402.21
10/3/2021,4,6, 65 ,796.62
10/3/2021,3,6, 57 ,19030.31
10/3/2021,3,6, 54 ,397.8
10/3/2021,3,6, 52 ,16760.64
10/3/2021,3,6, 85 ,173
10/3/2021,3,6, 53 ,5819
10/3/2021,6,6, 67 ,165
10/3/2021,6,6, 89 ,208.74
10/3/2021,6,6, 76 ,822.22
10/3/2021,6,6, 65 ,332.15
10/3/2021,6,6, 80 ,483
10/3/2021,6,6, 69 ,37
10/3/2021,11,6, 63 ,1605.96
10/3/2021,11,6, 74 ,383.74
10/3/2021,11,6, 66 ,408.21
10/3/2021,11,6, 57 ,2045.48
10/3/2021,12,6, 91 ,266.54
10/3/2021,12,6, 80 ,1146.95
10/3/2021,12,6, 60 ,36653.57
10/3/2021,12,6, 56 ,51624.06
10/3/2021,13,6, 66 ,475.38
10/3/2021,13,6, 82 ,45.11
10/3/2021,13,1, 60 ,15173.46
10/3/2021,12,1, 85 ,123.6
10/3/2021,12,1, 66 ,314.59
10/3/2021,12,1, 69 ,35.87
10/3/2021,11,1, 68 ,249.9
10/3/2021,7,1, 60 ,66180.66
10/3/2021,5,1, 68 ,233.7
10/3/2021,5,1, 69 ,66.5
10/3/2021,5,1, 71 ,99.64
10/3/2021,5,1, 89 ,284
10/3/2021,5,1, 74 ,344
10/3/2021,4,1, 90 ,491
10/3/2021,4,1, 85 ,308
10/3/2021,4,1, 74 ,499
