Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
10/1/2019,8,6, 56 ,108586.44
10/1/2019,8,6, 57 ,9363.38
10/1/2019,7,6, 63 ,13500
10/1/2019,7,6, 92 ,229
10/1/2019,5,6, 92 ,358
10/1/2019,5,6, 67 ,192
10/1/2019,4,6, 73 ,300
10/1/2019,6,6, 76 ,1167
10/1/2019,7,1, 84 ,222
10/1/2019,7,1, 80 ,1113
10/1/2019,6,1, 89 ,146
10/1/2019,6,1, 60 ,19292
10/1/2019,6,1, 85 ,90
10/1/2019,6,1, 78 ,100
10/1/2019,8,1, 90 ,404.12
10/1/2019,8,1, 65 ,813.22
10/1/2019,8,2, 69 ,27.46
10/1/2019,3,7, 77 ,100
10/1/2019,3,7, 71 ,30
10/1/2019,3,7, 60 ,5000
10/1/2019,6,3, 91 ,244.8
10/1/2019,6,3, 81 ,380
10/2/2019,8,6, 78 ,198.05
10/2/2019,8,6, 56 ,119236.64
10/2/2019,7,6, 72 ,1400
10/2/2019,7,6, 52 ,8700
10/2/2019,4,6, 56 ,47600
10/2/2019,6,1, 71 ,60
10/2/2019,5,1, 91 ,193.6
10/2/2019,5,1, 90 ,220
10/2/2019,4,1, 69 ,65
10/2/2019,4,1, 66 ,590
10/2/2019,3,1, 61 ,1747
10/2/2019,8,2, 73 ,220
10/2/2019,6,4, 67 ,105
10/2/2019,6,4, 81 ,280
10/2/2019,6,4, 85 ,70
10/2/2019,6,5, 69 ,11.66
10/2/2019,6,5, 90 ,116.48
10/2/2019,6,5, 65 ,112
10/3/2019,8,6, 90 ,171.91
10/3/2019,8,6, 63 ,12848.29
10/3/2019,7,6, 94 ,11152.05
10/3/2019,5,6, 53 ,4800
10/3/2019,4,6, 78 ,188
10/3/2019,3,6, 87 ,280
10/3/2019,3,6, 83 ,80
10/3/2019,3,6, 63 ,2600
10/3/2019,6,6, 60 ,17400
10/3/2019,7,1, 89 ,137.34
10/3/2019,6,1, 61 ,2022
10/3/2019,6,1, 77 ,480
10/3/2019,6,1, 68 ,100
10/3/2019,4,1, 73 ,443
10/3/2019,4,1, 76 ,550
10/3/2019,4,1, 66 ,550
10/3/2019,8,1, 65 ,669.28
10/3/2019,3,1, 73 ,220
10/3/2019,3,1, 82 ,40
10/3/2019,7,1, 68 ,200
10/3/2019,8,2, 80 ,811.7
10/3/2019,8,2, 71 ,50
10/3/2019,8,2, 65 ,508.67
10/3/2019,8,2, 61 ,1900
10/3/2019,3,7, 83 ,40
10/3/2019,3,7, 68 ,42
10/3/2019,3,7, 66 ,112
10/3/2019,6,3, 90 ,279.3
10/3/2019,6,3, 71 ,47
10/3/2019,6,3, 61 ,1815
10/3/2019,6,3, 71 ,70
10/3/2019,6,5, 87 ,200
10/3/2019,6,5, 61 ,950
10/3/2019,6,2, 74 ,142
10/3/2019,6,2, 66 ,170
10/3/2019,6,2, 78 ,70
10/3/2019,6,2, 62 ,650
10/4/2019,7,6, 81 ,468
10/4/2019,5,6, 73 ,301
10/4/2019,4,6, 69 ,43.05
10/4/2019,3,6, 74 ,100
10/4/2019,3,6, 61 ,1300
10/4/2019,3,6, 60 ,13500
10/4/2019,3,6, 101 ,129439
10/4/2019,3,6, 69 ,24
10/4/2019,6,6, 87 ,380
10/4/2019,6,6, 83 ,137
10/4/2019,7,1, 81 ,468
10/4/2019,7,1, 73 ,364
10/4/2019,6,1, 92 ,338
10/4/2019,8,1, 94 ,252.12
10/4/2019,8,1, 94 ,329.88
10/4/2019,3,1, 85 ,106
10/4/2019,8,2, 85 ,80
10/4/2019,8,2, 76 ,382.91
10/4/2019,8,2, 61 ,3819.33
