Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
5/1/2021,8,6, 78 ,198.05
5/1/2021,7,6, 71 ,93.6
5/1/2021,4,6, 72 ,331.65
5/1/2021,3,6, 82 ,60.32
5/1/2021,6,6, 90 ,295.85
5/1/2021,6,6, 67 ,96.46
5/1/2021,6,6, 91 ,244
5/1/2021,11,6, 69 ,20.97
5/1/2021,12,6, 82 ,3.95
5/1/2021,6,1, 87 ,316.2
5/1/2021,6,1, 84 ,80.08
5/1/2021,6,1, 84 ,77
5/1/2021,5,1, 87 ,795.01
5/1/2021,4,1, 67 ,296
5/1/2021,8,1, 73 ,514.73
5/1/2021,11,4, 83 ,52.89
5/1/2021,11,4, 69 ,16.72
5/1/2021,11,3, 80 ,291.4
5/1/2021,6,4, 83 ,58.8
5/1/2021,6,4, 80 ,270
5/1/2021,6,4, 73 ,82
5/1/2021,6,3, 71 ,67.98
5/1/2021,6,5, 67 ,81.9
5/1/2021,6,5, 82 ,19
5/1/2021,6,2, 77 ,74
5/2/2021,8,6, 60 ,53166.39
5/2/2021,7,6, 65 ,514.8
5/2/2021,7,6, 54 ,1596.81
5/2/2021,7,6, 80 ,888
5/2/2021,5,6, 67 ,155
5/2/2021,4,6, 61 ,4183.94
5/2/2021,4,6, 63 ,10171
5/2/2021,6,6, 72 ,289.8
5/2/2021,6,6, 101 ,255540
5/2/2021,12,6, 77 ,59.98
5/2/2021,12,1, 68 ,16.64
5/2/2021,11,1, 89 ,101.82
5/2/2021,7,1, 78 ,288.58
5/2/2021,7,1, 73 ,436
5/2/2021,6,1, 89 ,251.79
5/2/2021,6,1, 91 ,285
5/2/2021,6,1, 60 ,26522
5/2/2021,3,1, 71 ,166
5/2/2021,12,2, 77 ,16.8
5/2/2021,3,7, 61 ,1095.35
5/2/2021,11,5, 80 ,69.73
5/2/2021,11,5, 74 ,184.81
5/2/2021,11,2, 87 ,96.51
5/2/2021,11,2, 66 ,66.72
5/2/2021,11,3, 68 ,40.18
5/2/2021,6,5, 62 ,1017
5/3/2021,8,6, 73 ,298
5/3/2021,7,6, 56 ,240649
5/3/2021,7,6, 52 ,39169
5/3/2021,5,6, 87 ,632.32
5/3/2021,5,6, 92 ,381
5/3/2021,5,6, 80 ,730
5/3/2021,3,6, 74 ,425.83
5/3/2021,3,6, 61 ,5522
5/3/2021,6,6, 101 ,281094
5/3/2021,6,6, 68 ,85.54
5/3/2021,6,6, 90 ,199
5/3/2021,6,6, 73 ,166
5/3/2021,11,6, 73 ,195.21
5/3/2021,11,6, 94 ,10314.39
5/3/2021,11,6, 90 ,302.79
5/3/2021,11,6, 67 ,96.51
5/3/2021,12,1, 92 ,168.4
5/3/2021,12,1, 77 ,56.78
5/3/2021,12,1, 78 ,15.87
5/3/2021,12,1, 80 ,59.57
5/3/2021,7,1, 68 ,224.64
5/3/2021,7,1, 62 ,4963.35
5/3/2021,6,1, 78 ,125
5/3/2021,6,1, 71 ,61.2
5/3/2021,5,1, 66 ,430
5/3/2021,5,1, 61 ,3893
5/3/2021,4,1, 81 ,634
5/3/2021,8,1, 81 ,745.93
5/3/2021,8,1, 62 ,8133.05
5/3/2021,3,1, 83 ,311.14
5/3/2021,12,2, 68 ,5.07
5/3/2021,8,2, 82 ,42.54
5/3/2021,8,2, 68 ,223.13
5/3/2021,8,2, 84 ,146.54
5/3/2021,3,7, 90 ,55.08
5/3/2021,3,7, 78 ,63.72
5/3/2021,11,5, 67 ,21.63
5/3/2021,11,4, 92 ,242.74
5/3/2021,11,4, 84 ,61.08
5/3/2021,11,4, 60 ,16473.55
5/3/2021,11,4, 94 ,43.31
