Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
8/2/2020,8,6, 62 ,3905.7
8/2/2020,7,6, 91 ,244.4
8/2/2020,5,6, 94 ,45759
8/2/2020,4,6, 84 ,94
8/2/2020,3,6, 76 ,5697.3
8/2/2020,11,6, 62 ,941.2
8/2/2020,12,6, 90 ,258.46
8/2/2020,12,6, 101 ,9280.72
8/2/2020,12,1, 78 ,10.33
8/2/2020,7,1, 91 ,285.74
8/2/2020,6,1, 74 ,147
8/2/2020,5,1, 84 ,164.64
8/2/2020,4,1, 83 ,211.09
8/2/2020,4,1, 87 ,761
8/2/2020,8,1, 73 ,585.94
8/2/2020,8,2, 81 ,402.6
8/2/2020,3,7, 62 ,704.94
8/2/2020,11,2, 87 ,48.63
8/2/2020,6,4, 65 ,111.87
8/2/2020,6,3, 71 ,62.4
8/2/2020,6,3, 68 ,140.7
8/2/2020,6,2, 65 ,147.34
8/3/2020,7,6, 82 ,69.55
8/3/2020,7,6, 76 ,9568.02
8/3/2020,7,6, 54 ,41541.4
8/3/2020,7,6, 91 ,235
8/3/2020,7,6, 68 ,180
8/3/2020,5,6, 60 ,38413.34
8/3/2020,5,6, 83 ,122
8/3/2020,4,6, 76 ,2579.94
8/3/2020,3,6, 65 ,726
8/3/2020,6,6, 92 ,332
8/3/2020,6,6, 90 ,249
8/3/2020,6,6, 53 ,17426
8/3/2020,11,6, 78 ,117.93
8/3/2020,11,6, 73 ,149.64
8/3/2020,12,6, 76 ,37.99
8/3/2020,12,1, 82 ,3.59
8/3/2020,12,1, 69 ,2.89
8/3/2020,12,1, 62 ,173.1
8/3/2020,11,1, 77 ,309.28
8/3/2020,7,1, 74 ,448.32
8/3/2020,7,1, 81 ,745.29
8/3/2020,7,1, 83 ,295
8/3/2020,6,1, 89 ,192.78
8/3/2020,6,1, 71 ,34
8/3/2020,5,1, 85 ,159.65
8/3/2020,5,1, 92 ,448
8/3/2020,5,1, 67 ,231
8/3/2020,4,1, 76 ,397
8/3/2020,4,1, 65 ,414
8/3/2020,8,1, 69 ,79.87
8/3/2020,3,1, 61 ,7205.94
8/3/2020,3,7, 69 ,10.9
8/3/2020,11,4, 76 ,154.01
8/3/2020,11,4, 90 ,130.55
8/3/2020,11,4, 68 ,53.95
8/3/2020,11,4, 61 ,1645.47
8/3/2020,11,2, 67 ,22.91
8/3/2020,11,2, 60 ,4059.97
8/3/2020,11,2, 77 ,48.63
8/3/2020,11,2, 90 ,33.74
8/3/2020,11,3, 84 ,33.84
8/3/2020,11,3, 78 ,52.85
8/3/2020,11,3, 69 ,11.51
8/3/2020,11,3, 91 ,65.2
8/3/2020,11,3, 62 ,582.68
8/3/2020,6,4, 68 ,44.28
8/3/2020,6,4, 90 ,203
8/3/2020,6,4, 67 ,55
8/3/2020,6,3, 91 ,274
8/3/2020,6,5, 66 ,155.52
8/4/2020,8,6, 90 ,211.69
8/4/2020,8,6, 57 ,90807.32
8/4/2020,8,6, 54 ,53353.59
8/4/2020,7,6, 80 ,1039
8/4/2020,5,6, 92 ,266.56
8/4/2020,5,6, 81 ,369.77
8/4/2020,5,6, 53 ,22137
8/4/2020,4,6, 84 ,89.3
8/4/2020,3,6, 80 ,1174.48
8/4/2020,6,6, 52 ,23235
8/4/2020,11,6, 92 ,354.58
8/4/2020,11,6, 82 ,23.1
8/4/2020,11,6, 54 ,24886.33
8/4/2020,12,1, 81 ,29.35
8/4/2020,12,1, 84 ,7.14
8/4/2020,12,1, 65 ,23.1
8/4/2020,11,1, 92 ,322.69
8/4/2020,11,1, 68 ,76.48
8/4/2020,7,1, 66 ,984.5
8/4/2020,7,1, 67 ,444
