Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
1/2/2021,8,6, 85 ,162.42
1/2/2021,8,6, 77 ,743.94
1/2/2021,8,6, 61 ,5273.72
1/2/2021,5,6, 78 ,161
1/2/2021,4,6, 81 ,301.21
1/2/2021,3,6, 74 ,410
1/2/2021,3,6, 69 ,77
1/2/2021,6,6, 65 ,227.95
1/2/2021,11,6, 61 ,1646.42
1/2/2021,12,1, 65 ,18.1
1/2/2021,11,1, 90 ,264.47
1/2/2021,7,1, 91 ,269
1/2/2021,6,1, 74 ,140.17
1/2/2021,5,1, 91 ,216
1/2/2021,5,1, 85 ,131
1/2/2021,8,1, 78 ,319.37
1/2/2021,3,1, 76 ,898.7
1/2/2021,3,1, 66 ,1196.46
1/2/2021,3,1, 60 ,87879.09
1/2/2021,11,5, 85 ,28.19
1/2/2021,11,4, 65 ,92.25
1/2/2021,11,2, 80 ,130.38
1/2/2021,11,2, 76 ,48.63
1/2/2021,11,3, 77 ,101.82
1/2/2021,6,5, 90 ,150.87
1/3/2021,8,6, 87 ,819.28
1/3/2021,5,6, 71 ,42.3
1/3/2021,4,6, 71 ,56.7
1/3/2021,4,6, 65 ,373.87
1/3/2021,4,6, 54 ,1681.01
1/3/2021,4,6, 52 ,10011.6
1/3/2021,3,6, 85 ,161.92
1/3/2021,3,6, 89 ,178
1/3/2021,6,6, 73 ,148
1/3/2021,6,6, 74 ,165
1/3/2021,11,6, 87 ,192.25
1/3/2021,11,6, 77 ,196.51
1/3/2021,11,6, 56 ,12473.33
1/3/2021,12,6, 53 ,980.17
1/3/2021,12,6, 87 ,76.34
1/3/2021,12,6, 81 ,42.25
1/3/2021,12,1, 85 ,9.64
1/3/2021,11,1, 81 ,290.67
1/3/2021,11,1, 73 ,216.21
1/3/2021,7,1, 77 ,1069.2
1/3/2021,7,1, 76 ,517
1/3/2021,7,1, 68 ,217.8
1/3/2021,6,1, 60 ,20398
1/3/2021,6,1, 68 ,68
1/3/2021,6,1, 67 ,91
1/3/2021,6,1, 66 ,172
1/3/2021,5,1, 87 ,720.71
1/3/2021,5,1, 81 ,444.08
1/3/2021,5,1, 76 ,457.98
1/3/2021,4,1, 77 ,895
1/3/2021,8,1, 74 ,577.53
1/3/2021,8,1, 90 ,419.27
1/3/2021,3,1, 61 ,10713
1/3/2021,12,2, 87 ,24.56
1/3/2021,12,2, 68 ,8.44
1/3/2021,12,2, 62 ,143.27
1/3/2021,12,2, 82 ,2.17
1/3/2021,8,2, 69 ,62.27
1/3/2021,8,2, 61 ,5120.87
1/3/2021,11,5, 73 ,63.93
1/3/2021,11,5, 65 ,82.68
1/3/2021,11,2, 90 ,75.42
1/3/2021,11,3, 77 ,128.24
1/3/2021,11,3, 61 ,617.79
1/3/2021,6,4, 67 ,68
1/3/2021,6,4, 62 ,965
1/3/2021,6,3, 82 ,34.24
1/3/2021,6,5, 76 ,79.68
1/3/2021,6,5, 71 ,14.55
1/3/2021,6,5, 61 ,1197.12
1/4/2021,8,6, 72 ,1781.09
1/4/2021,8,6, 69 ,79.87
1/4/2021,7,6, 81 ,463.54
1/4/2021,7,6, 71 ,62
1/4/2021,5,6, 78 ,162.61
1/4/2021,5,6, 82 ,39.14
1/4/2021,5,6, 67 ,156
1/4/2021,4,6, 85 ,91.08
1/4/2021,4,6, 83 ,110.2
1/4/2021,4,6, 72 ,497.2
1/4/2021,4,6, 67 ,157.56
1/4/2021,4,6, 94 ,17965
1/4/2021,6,6, 66 ,194.74
1/4/2021,6,6, 85 ,62
1/4/2021,11,6, 94 ,1688.98
1/4/2021,11,6, 77 ,270.47
1/4/2021,11,6, 57 ,7653.01
