Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
9/2/2021,7,6, 74 ,365
9/2/2021,5,6, 83 ,256
9/2/2021,5,6, 82 ,73
9/2/2021,4,6, 80 ,1263.31
9/2/2021,4,6, 52 ,6725
9/2/2021,3,6, 62 ,4415
9/2/2021,6,6, 73 ,196.46
9/2/2021,6,6, 90 ,389
9/2/2021,6,6, 84 ,99
9/2/2021,11,6, 61 ,2506.54
9/2/2021,12,6, 69 ,46.5
9/2/2021,13,6, 54 ,32527.61
9/2/2021,12,1, 83 ,126.29
9/2/2021,11,1, 80 ,824.18
9/2/2021,11,1, 71 ,68.85
9/2/2021,11,1, 67 ,217.78
9/2/2021,11,1, 61 ,3267.84
9/2/2021,5,1, 94 ,297.84
9/2/2021,5,1, 68 ,266.31
9/2/2021,8,1, 85 ,462.11
9/2/2021,13,2, 87 ,948.64
9/2/2021,8,2, 90 ,290.48
9/2/2021,11,5, 81 ,87.38
9/2/2021,11,4, 85 ,108.67
9/2/2021,11,4, 80 ,435.87
9/2/2021,11,2, 82 ,14.59
9/2/2021,6,4, 80 ,391.68
9/2/2021,6,3, 91 ,438.72
9/2/2021,6,5, 90 ,232
9/3/2021,8,6, 101 ,1197368.32
9/3/2021,8,6, 61 ,5007.24
9/3/2021,7,6, 68 ,231
9/3/2021,7,6, 72 ,756
9/3/2021,5,6, 72 ,1166
9/3/2021,5,6, 53 ,32384
9/3/2021,4,6, 89 ,203.84
9/3/2021,3,6, 81 ,674.88
9/3/2021,3,6, 62 ,4591.6
9/3/2021,3,6, 87 ,945
9/3/2021,11,6, 89 ,103.95
9/3/2021,12,6, 82 ,56.17
9/3/2021,12,6, 54 ,16260.41
9/3/2021,13,6, 82 ,37.4
9/3/2021,13,6, 67 ,123.75
9/3/2021,13,6, 71 ,46.87
9/3/2021,13,1, 83 ,96.21
9/3/2021,13,1, 82 ,28.9
9/3/2021,13,1, 87 ,474.94
9/3/2021,13,1, 66 ,345.12
9/3/2021,12,1, 65 ,477.6
9/3/2021,12,1, 87 ,575.24
9/3/2021,11,1, 92 ,422.04
9/3/2021,11,1, 89 ,206.08
9/3/2021,11,1, 68 ,165.66
9/3/2021,7,1, 76 ,867
9/3/2021,6,1, 80 ,600.74
9/3/2021,6,1, 60 ,25694.24
9/3/2021,6,1, 89 ,298
9/3/2021,5,1, 84 ,229
9/3/2021,5,1, 78 ,305
9/3/2021,13,2, 77 ,1024.08
9/3/2021,3,7, 71 ,29
9/3/2021,3,7, 65 ,206
9/3/2021,11,4, 80 ,551.65
9/3/2021,11,4, 68 ,101.86
9/3/2021,11,4, 65 ,325.05
9/3/2021,11,2, 87 ,225.23
9/3/2021,11,2, 73 ,87.99
9/3/2021,11,3, 76 ,312.8
9/3/2021,11,3, 77 ,411.41
9/3/2021,6,4, 87 ,340.06
9/3/2021,6,4, 71 ,50
9/3/2021,6,4, 81 ,253
9/3/2021,6,4, 76 ,208
9/3/2021,6,3, 78 ,149.4
9/3/2021,6,3, 78 ,166
9/3/2021,6,3, 67 ,246
9/3/2021,6,3, 71 ,80
9/3/2021,6,2, 90 ,105.8
9/3/2021,6,2, 85 ,24.57
9/3/2021,6,2, 78 ,43
9/4/2021,8,6, 72 ,1172.41
9/4/2021,8,6, 87 ,955.64
9/4/2021,8,6, 67 ,393.51
9/4/2021,7,6, 90 ,288
9/4/2021,7,6, 54 ,27788.88
9/4/2021,7,6, 53 ,30239
9/4/2021,7,6, 52 ,7559
9/4/2021,5,6, 90 ,336.72
9/4/2021,5,6, 63 ,24714.96
9/4/2021,4,6, 66 ,583.78
9/4/2021,4,6, 61 ,5382.9
