Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
8/2/2019,8,6, 66 ,200
8/2/2019,8,6, 77 ,380
8/2/2019,8,6, 85 ,70
8/2/2019,8,6, 80 ,701.09
8/2/2019,8,6, 62 ,2160.21
8/2/2019,8,6, 65 ,455.64
8/2/2019,7,6, 80 ,705
8/2/2019,5,6, 62 ,1800
8/2/2019,5,6, 81 ,382
8/2/2019,4,6, 78 ,177
8/2/2019,6,6, 77 ,358
8/2/2019,6,6, 61 ,1335
8/2/2019,6,1, 82 ,30
8/2/2019,5,1, 78 ,200
8/2/2019,4,1, 85 ,200
8/2/2019,6,4, 65 ,280
8/2/2019,6,2, 90 ,99.99
8/2/2019,6,2, 90 ,101
8/3/2019,7,6, 71 ,70
8/3/2019,7,6, 65 ,574
8/3/2019,7,6, 57 ,13034
8/3/2019,7,6, 68 ,196
8/3/2019,7,6, 89 ,125
8/3/2019,5,6, 101 ,305900
8/3/2019,5,6, 77 ,507
8/3/2019,4,6, 76 ,1500
8/3/2019,4,6, 53 ,7900
8/3/2019,4,6, 52 ,22000
8/3/2019,4,6, 60 ,21840
8/3/2019,3,6, 85 ,80
8/3/2019,3,6, 71 ,50
8/3/2019,3,6, 92 ,368
8/3/2019,3,6, 53 ,5220
8/3/2019,6,6, 82 ,30
8/3/2019,6,6, 62 ,1400
8/3/2019,6,6, 56 ,82800
8/3/2019,6,6, 72 ,949
8/3/2019,7,1, 92 ,320
8/3/2019,7,1, 87 ,810
8/3/2019,6,1, 94 ,72.27
8/3/2019,6,1, 66 ,280
8/3/2019,4,1, 90 ,259.2
8/3/2019,8,1, 84 ,219.27
8/3/2019,8,1, 62 ,2851.13
8/3/2019,7,1, 68 ,200
8/3/2019,5,1, 67 ,200
8/3/2019,8,2, 94 ,213.21
8/3/2019,8,2, 66 ,442
8/3/2019,3,7, 60 ,4000
8/3/2019,6,4, 94 ,64
8/3/2019,6,3, 78 ,200
8/3/2019,6,3, 65 ,234
8/3/2019,6,3, 89 ,203
8/3/2019,6,5, 77 ,200
8/3/2019,6,5, 73 ,83
8/3/2019,6,5, 71 ,40
8/3/2019,6,4, 78 ,100
8/4/2019,8,6, 91 ,145.32
8/4/2019,8,6, 73 ,284.42
8/4/2019,7,6, 80 ,650
8/4/2019,7,6, 52 ,13500
8/4/2019,7,6, 69 ,57
8/4/2019,5,6, 68 ,200
8/4/2019,5,6, 60 ,26400
8/4/2019,5,6, 61 ,1996
8/4/2019,5,6, 56 ,82201
8/4/2019,4,6, 62 ,1600
8/4/2019,3,6, 83 ,102
8/4/2019,3,6, 76 ,787
8/4/2019,6,6, 85 ,90
8/4/2019,6,6, 83 ,100
8/4/2019,6,6, 74 ,144
8/4/2019,6,6, 69 ,27
8/4/2019,6,6, 52 ,7300
8/4/2019,6,1, 73 ,220
8/4/2019,5,1, 85 ,190
8/4/2019,5,1, 80 ,850
8/4/2019,8,1, 89 ,191.13
8/4/2019,3,1, 92 ,524.28
8/4/2019,3,1, 67 ,220
8/4/2019,3,1, 77 ,480
8/4/2019,8,2, 74 ,200
8/4/2019,3,7, 80 ,99
8/4/2019,3,7, 71 ,9
8/4/2019,6,3, 94 ,99.51
8/4/2019,6,3, 68 ,200
8/4/2019,6,3, 73 ,300
8/4/2019,6,2, 89 ,61.38
8/4/2019,6,2, 61 ,550
8/5/2019,8,6, 73 ,220
8/5/2019,8,6, 87 ,546.55
8/5/2019,8,6, 82 ,46.54
8/5/2019,8,6, 81 ,434.42
8/5/2019,8,6, 92 ,288.97
8/5/2019,8,6, 54 ,211.69
8/5/2019,7,6, 83 ,151
8/5/2019,7,6, 56 ,122573
