Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
12/1/2019,8,6, 74 ,200
12/1/2019,5,6, 57 ,7600
12/1/2019,4,6, 71 ,60
12/1/2019,4,1, 92 ,396.93
12/1/2019,8,1, 87 ,750
12/1/2019,8,1, 65 ,550
12/1/2019,3,1, 60 ,20900
12/1/2019,6,1, 76 ,200
12/1/2019,3,7, 84 ,36
12/1/2019,6,4, 77 ,280
12/1/2019,6,3, 76 ,275
12/1/2019,6,5, 77 ,236
12/1/2019,6,4, 78 ,100
12/2/2019,8,6, 76 ,2600
12/2/2019,7,6, 68 ,203
12/2/2019,5,6, 77 ,650
12/2/2019,5,6, 76 ,3516
12/2/2019,5,6, 60 ,28280
12/2/2019,4,6, 68 ,100
12/2/2019,4,6, 76 ,2500
12/2/2019,3,6, 66 ,200
12/2/2019,6,6, 94 ,7761.58
12/2/2019,5,1, 76 ,408
12/2/2019,5,1, 71 ,90
12/2/2019,8,1, 61 ,4146.61
12/2/2019,8,1, 87 ,750
12/2/2019,3,1, 94 ,178.48
12/2/2019,3,1, 89 ,183
12/2/2019,8,2, 80 ,623.82
12/2/2019,6,5, 90 ,96
12/2/2019,6,5, 69 ,14
12/2/2019,6,5, 67 ,70
12/3/2019,8,6, 101 ,565200
12/3/2019,8,6, 68 ,80
12/3/2019,7,6, 73 ,300
12/3/2019,7,6, 90 ,241
12/3/2019,5,6, 92 ,276.45
12/3/2019,5,6, 85 ,131
12/3/2019,5,6, 61 ,2545
12/3/2019,4,6, 101 ,204500
12/3/2019,4,6, 73 ,300
12/3/2019,4,6, 71 ,60
12/3/2019,4,6, 71 ,42
12/3/2019,4,6, 61 ,2560
12/3/2019,4,6, 52 ,9293
12/3/2019,3,6, 80 ,380
12/3/2019,3,6, 63 ,2600
12/3/2019,3,6, 69 ,19
12/3/2019,3,6, 52 ,1987
12/3/2019,6,6, 53 ,12700
12/3/2019,6,1, 91 ,155.7
12/3/2019,6,1, 90 ,222.48
12/3/2019,6,1, 87 ,410
12/3/2019,6,1, 78 ,125
12/3/2019,6,1, 81 ,280
12/3/2019,6,1, 68 ,100
12/3/2019,5,1, 91 ,237.54
12/3/2019,5,1, 67 ,256
12/3/2019,8,1, 91 ,223.75
12/3/2019,8,1, 94 ,410.18
12/3/2019,8,1, 80 ,1288.98
12/3/2019,5,1, 83 ,200
12/3/2019,8,2, 84 ,90
12/3/2019,8,2, 76 ,304.12
12/3/2019,8,2, 62 ,1100
12/3/2019,3,7, 73 ,110
12/3/2019,3,7, 81 ,100
12/3/2019,3,7, 71 ,16
12/3/2019,6,4, 68 ,73
12/3/2019,6,4, 67 ,96
12/3/2019,6,3, 85 ,112
12/3/2019,6,5, 90 ,93.12
12/3/2019,6,2, 78 ,69
12/3/2019,6,2, 73 ,94
12/3/2019,6,2, 60 ,11232
12/3/2019,6,2, 66 ,100
12/4/2019,8,6, 91 ,144.14
12/4/2019,8,6, 65 ,200
12/4/2019,8,6, 81 ,280
12/4/2019,8,6, 78 ,185.93
12/4/2019,7,6, 65 ,380
12/4/2019,7,6, 71 ,70
12/4/2019,7,6, 101 ,685958
12/4/2019,5,6, 73 ,345
12/4/2019,5,6, 53 ,7264
12/4/2019,4,6, 66 ,338
12/4/2019,6,6, 92 ,214.24
12/4/2019,7,1, 62 ,2200
12/4/2019,7,1, 76 ,450
12/4/2019,6,1, 91 ,173
12/4/2019,6,1, 80 ,480
12/4/2019,5,1, 65 ,560
12/4/2019,5,1, 90 ,278
12/4/2019,5,1, 78 ,227
12/4/2019,5,1, 80 ,850
12/4/2019,4,1, 92 ,484
12/4/2019,4,1, 83 ,278
