Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
7/1/2020,8,6, 84 ,90
7/1/2020,7,6, 77 ,650
7/1/2020,5,6, 81 ,380
7/1/2020,4,6, 92 ,331.78
7/1/2020,3,6, 69 ,27.55
7/1/2020,3,6, 60 ,17700
7/1/2020,6,6, 54 ,53802
7/1/2020,7,1, 76 ,436
7/1/2020,7,1, 77 ,784
7/1/2020,7,1, 82 ,50
7/1/2020,7,1, 71 ,100
7/1/2020,5,1, 73 ,339
7/1/2020,4,1, 69 ,57.66
7/1/2020,4,1, 81 ,650
7/1/2020,8,1, 85 ,231.39
7/1/2020,3,1, 67 ,209
7/1/2020,3,1, 73 ,300
7/1/2020,3,1, 76 ,280
7/1/2020,3,1, 74 ,100
7/1/2020,5,1, 84 ,200
7/1/2020,8,2, 73 ,120
7/1/2020,3,7, 83 ,30
7/1/2020,8,7, 93 ,12333.62
7/1/2020,5,7, 92 ,14622.19
7/1/2020,4,7, 93 ,5101.5
7/1/2020,6,3, 66 ,307
7/1/2020,6,7, 85 ,3310.5
7/1/2020,6,5, 76 ,156
7/1/2020,6,4, 84 ,100
7/2/2020,3,7, 85 ,1687.5
7/2/2020,5,7, 92 ,14059.8
7/3/2020,3,7, 93 ,16875
7/3/2020,7,7, 93 ,24879.33
7/3/2020,5,7, 85 ,1562.2
7/3/2020,8,7, 93 ,12488
7/4/2020,8,7, 85 ,1210.94
7/4/2020,5,7, 93 ,15622
7/5/2020,5,7, 85 ,1530.96
7/5/2020,6,7, 93 ,33105
7/7/2020,4,7, 93 ,5370
7/9/2020,6,7, 92 ,26815.05
7/10/2020,3,7, 93 ,16031.25
7/11/2020,4,7, 85 ,537
7/11/2020,7,7, 85 ,2463.3
7/11/2020,4,7, 85 ,488.67
7/12/2020,5,7, 93 ,15465.78
7/12/2020,8,7, 85 ,1248.8
7/13/2020,7,7, 93 ,24633
7/13/2020,6,7, 93 ,35422.35
7/14/2020,6,7, 85 ,3078.77
7/18/2020,8,7, 92 ,10192.05
7/19/2020,4,7, 92 ,4833
7/19/2020,6,7, 92 ,29794.5
7/20/2020,3,7, 85 ,1569.38
7/26/2020,4,7, 92 ,5122.98
7/27/2020,8,7, 92 ,11239.2
7/27/2020,7,7, 85 ,2512.57
7/27/2020,7,7, 92 ,21061.22
7/28/2020,3,7, 92 ,15187.5
7/28/2020,7,7, 92 ,22169.7
7/29/2020,3,7, 92 ,14731.88
7/2/2020,8,6, 73 ,355.63
7/2/2020,5,6, 89 ,122.22
7/2/2020,4,6, 62 ,3917.27
7/2/2020,3,6, 92 ,417.6
7/2/2020,3,6, 81 ,763.56
7/2/2020,3,6, 91 ,261
7/2/2020,3,6, 62 ,4913
7/2/2020,6,6, 52 ,12719.42
7/2/2020,11,6, 90 ,165.67
7/2/2020,11,6, 85 ,50.44
7/2/2020,12,6, 68 ,17.23
7/2/2020,12,1, 87 ,41.18
7/2/2020,12,1, 77 ,42.96
7/2/2020,7,1, 87 ,900
7/2/2020,6,1, 91 ,300.24
7/2/2020,5,1, 78 ,230.72
7/2/2020,5,1, 78 ,224
7/2/2020,5,1, 77 ,757
7/2/2020,4,1, 85 ,133
7/2/2020,8,1, 80 ,1400.85
7/2/2020,3,1, 92 ,593.88
7/2/2020,3,1, 73 ,722
7/2/2020,8,2, 68 ,171.96
7/2/2020,8,2, 60 ,31300.59
7/2/2020,8,2, 73 ,316.24
7/2/2020,11,4, 69 ,17.41
7/2/2020,11,3, 80 ,228.42
7/2/2020,11,3, 73 ,102.89
7/2/2020,6,4, 80 ,331
7/2/2020,6,4, 67 ,91
7/3/2020,8,6, 76 ,9134.29
