Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
3/1/2021,8,6, 101 ,643361.55
3/1/2021,8,6, 84 ,146.54
3/1/2021,8,6, 81 ,482.91
3/1/2021,8,6, 91 ,173.16
3/1/2021,8,6, 57 ,48251.98
3/1/2021,7,6, 63 ,16528
3/1/2021,7,6, 56 ,210849
3/1/2021,7,6, 54 ,4840
3/1/2021,4,6, 91 ,230
3/1/2021,3,6, 52 ,17275.32
3/1/2021,6,6, 69 ,17.28
3/1/2021,6,6, 90 ,307
3/1/2021,6,6, 81 ,263
3/1/2021,11,6, 72 ,129.07
3/1/2021,11,6, 92 ,180.55
3/1/2021,12,6, 89 ,123.1
3/1/2021,12,1, 74 ,42.25
3/1/2021,11,1, 90 ,203.38
3/1/2021,11,1, 82 ,24.39
3/1/2021,11,1, 87 ,240.13
3/1/2021,11,1, 84 ,53.95
3/1/2021,11,1, 92 ,213.53
3/1/2021,7,1, 62 ,4810
3/1/2021,7,1, 66 ,617.52
3/1/2021,7,1, 60 ,58604
3/1/2021,7,1, 76 ,515
3/1/2021,6,1, 90 ,248
3/1/2021,5,1, 80 ,746.79
3/1/2021,4,1, 60 ,54950.94
3/1/2021,8,1, 89 ,338.97
3/1/2021,8,2, 60 ,46662.56
3/1/2021,11,5, 73 ,28.82
3/1/2021,11,5, 92 ,50.67
3/1/2021,11,5, 68 ,12.46
3/1/2021,11,5, 66 ,30.55
3/1/2021,11,4, 66 ,149.7
3/1/2021,11,4, 65 ,164.59
3/1/2021,11,2, 80 ,213.86
3/1/2021,11,3, 61 ,2032.37
3/1/2021,6,4, 65 ,222
3/1/2021,6,3, 85 ,85.56
3/1/2021,6,2, 91 ,73.92
3/1/2021,6,2, 73 ,50
3/1/2021,6,2, 69 ,8
3/2/2021,8,6, 61 ,4441.5
3/2/2021,7,6, 101 ,826426
3/2/2021,5,6, 85 ,159.5
3/2/2021,5,6, 74 ,336
3/2/2021,5,6, 68 ,203
3/2/2021,4,6, 94 ,19889.1
3/2/2021,4,6, 71 ,51
3/2/2021,3,6, 83 ,201.11
3/2/2021,3,6, 101 ,349188.65
3/2/2021,3,6, 90 ,270.48
3/2/2021,3,6, 72 ,683.55
3/2/2021,3,6, 68 ,224.64
3/2/2021,3,6, 62 ,4462
3/2/2021,11,6, 62 ,1378.75
3/2/2021,11,6, 60 ,16093.17
3/2/2021,11,6, 77 ,194.38
3/2/2021,11,6, 69 ,15.65
3/2/2021,12,6, 81 ,37.99
3/2/2021,12,1, 60 ,2726.63
3/2/2021,12,1, 67 ,15.65
3/2/2021,11,1, 62 ,1385.82
3/2/2021,11,1, 80 ,280.55
3/2/2021,11,1, 76 ,126.29
3/2/2021,11,1, 62 ,1009.29
3/2/2021,7,1, 83 ,196.95
3/2/2021,7,1, 78 ,261.04
3/2/2021,7,1, 67 ,363
3/2/2021,7,1, 87 ,900
3/2/2021,6,1, 85 ,68.25
3/2/2021,6,1, 81 ,224.2
3/2/2021,6,1, 68 ,92.82
3/2/2021,6,1, 77 ,361
3/2/2021,8,1, 89 ,289.59
3/2/2021,3,1, 80 ,1520.76
3/2/2021,3,1, 94 ,151
3/2/2021,3,1, 62 ,7620
3/2/2021,8,2, 85 ,142.31
3/2/2021,8,2, 67 ,220.52
3/2/2021,8,2, 62 ,2978.69
3/2/2021,11,5, 62 ,208.21
3/2/2021,11,4, 89 ,92.25
3/2/2021,11,4, 73 ,100.76
3/2/2021,11,4, 62 ,1258.23
3/2/2021,11,2, 76 ,103.31
3/2/2021,11,3, 92 ,261.14
3/2/2021,11,3, 65 ,169.34
3/2/2021,11,3, 73 ,83.74
