Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
3/1/2022,8,6, 62 ,2989.87
3/1/2022,8,6, 65 ,546.55
3/1/2022,7,6, 68 ,280.28
3/1/2022,5,6, 92 ,530
3/1/2022,4,6, 101 ,358980.72
3/1/2022,4,6, 81 ,717
3/1/2022,4,6, 66 ,960
3/1/2022,3,6, 69 ,60.72
3/1/2022,3,6, 53 ,12904.2
3/1/2022,3,6, 73 ,437
3/1/2022,6,6, 81 ,248.16
3/1/2022,6,6, 78 ,119.9
3/1/2022,6,6, 54 ,0.97
3/1/2022,6,6, 73 ,154
3/1/2022,11,6, 66 ,579.94
3/1/2022,11,6, 74 ,508.09
3/1/2022,12,6, 101 ,295362.13
3/1/2022,12,6, 69 ,44.38
3/1/2022,13,6, 85 ,95.16
3/1/2022,13,6, 73 ,338.1
3/1/2022,13,6, 65 ,562.67
3/1/2022,13,6, 61 ,3736.41
3/1/2022,13,1, 67 ,173.78
3/1/2022,13,1, 90 ,203.01
3/1/2022,12,1, 92 ,270.8
3/1/2022,12,1, 71 ,104.06
3/1/2022,12,1, 84 ,92.25
3/1/2022,12,1, 62 ,2485.91
3/1/2022,11,1, 80 ,1331.22
3/1/2022,11,1, 62 ,6184.56
3/1/2022,11,1, 74 ,377.36
3/1/2022,6,1, 69 ,38.11
3/1/2022,5,1, 92 ,487.2
3/1/2022,5,1, 91 ,278
3/1/2022,5,1, 89 ,226
3/1/2022,5,1, 82 ,72
3/1/2022,5,1, 68 ,202
3/1/2022,5,1, 81 ,753
3/1/2022,8,1, 80 ,2110.21
3/1/2022,8,1, 61 ,8554.27
3/1/2022,3,1, 78 ,364.91
3/1/2022,3,1, 73 ,739.1
3/1/2022,3,1, 71 ,194.75
3/1/2022,3,1, 62 ,8668
3/1/2022,3,1, 60 ,71421.21
3/1/2022,3,1, 71 ,205
3/1/2022,12,2, 76 ,184.01
3/1/2022,8,2, 87 ,1113.89
3/1/2022,8,2, 90 ,367.75
3/1/2022,3,7, 85 ,62.4
3/1/2022,11,5, 76 ,129.17
3/1/2022,11,5, 92 ,74.16
3/1/2022,11,4, 74 ,504.71
3/1/2022,11,4, 83 ,94.38
3/1/2022,11,4, 76 ,219.91
3/1/2022,11,2, 84 ,54.87
3/1/2022,11,2, 74 ,226.3
3/1/2022,6,4, 89 ,200.64
3/1/2022,6,3, 82 ,41.41
3/1/2022,6,3, 78 ,173.04
3/1/2022,6,5, 84 ,51
3/1/2022,6,5, 71 ,32
3/1/2022,6,2, 82 ,11.77
3/1/2022,6,2, 69 ,6
3/1/2022,6,2, 68 ,23
3/2/2022,8,6, 65 ,568.43
3/2/2022,8,6, 60 ,44745.85
3/2/2022,7,6, 69 ,83.16
3/2/2022,7,6, 67 ,408.1
3/2/2022,7,6, 56 ,182424.94
3/2/2022,7,6, 90 ,277
3/2/2022,7,6, 73 ,514
3/2/2022,5,6, 83 ,295.39
3/2/2022,5,6, 73 ,557.94
3/2/2022,5,6, 61 ,6320.78
3/2/2022,5,6, 90 ,397
3/2/2022,5,6, 80 ,1240
3/2/2022,5,6, 73 ,547
3/2/2022,4,6, 84 ,187.68
3/2/2022,4,6, 89 ,208.95
3/2/2022,4,6, 87 ,1188
3/2/2022,4,6, 85 ,182.36
3/2/2022,4,6, 78 ,273.6
3/2/2022,4,6, 62 ,5607
3/2/2022,4,6, 60 ,61327.2
3/2/2022,4,6, 61 ,6853
3/2/2022,3,6, 72 ,452
3/2/2022,6,6, 60 ,20066
3/2/2022,11,6, 85 ,134.8
3/2/2022,13,6, 66 ,484.97
3/2/2022,13,6, 53 ,4640.51
3/2/2022,13,6, 78 ,180.71
