Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
9/2/2020,8,6, 87 ,819.28
9/2/2020,7,6, 89 ,193
9/2/2020,7,6, 53 ,45006
9/2/2020,4,6, 82 ,38
9/2/2020,4,6, 80 ,638
9/2/2020,4,6, 72 ,255
9/2/2020,6,6, 85 ,62
9/2/2020,6,6, 63 ,4626.3
9/2/2020,6,6, 71 ,26
9/2/2020,6,6, 63 ,4406
9/2/2020,6,6, 53 ,3147
9/2/2020,11,6, 82 ,13.53
9/2/2020,11,6, 63 ,5266.81
9/2/2020,12,6, 82 ,3.95
9/2/2020,12,1, 67 ,14.95
9/2/2020,11,1, 62 ,2150.42
9/2/2020,11,1, 83 ,107
9/2/2020,6,1, 85 ,81
9/2/2020,6,1, 67 ,105
9/2/2020,5,1, 65 ,533
9/2/2020,3,1, 69 ,132.31
9/2/2020,3,7, 76 ,151
9/2/2020,3,7, 68 ,69
9/2/2020,11,5, 80 ,60.33
9/2/2020,11,4, 80 ,219.91
9/2/2020,11,2, 92 ,47.49
9/2/2020,11,2, 91 ,19.45
9/2/2020,11,3, 69 ,8.21
9/2/2020,6,4, 69 ,12.74
9/2/2020,6,3, 83 ,106.95
9/2/2020,6,3, 65 ,185
9/2/2020,6,5, 77 ,249.9
9/3/2020,8,6, 87 ,727.04
9/3/2020,7,6, 62 ,4289.96
9/3/2020,7,6, 68 ,230
9/3/2020,5,6, 87 ,650.56
9/3/2020,4,6, 52 ,10270.4
9/3/2020,4,6, 57 ,6550
9/3/2020,3,6, 80 ,973.35
9/3/2020,3,6, 57 ,10893.09
9/3/2020,3,6, 63 ,9370
9/3/2020,6,6, 69 ,16.66
9/3/2020,11,6, 54 ,3400.61
9/3/2020,11,6, 71 ,25.23
9/3/2020,11,6, 90 ,107.14
9/3/2020,12,6, 90 ,158.84
9/3/2020,12,6, 53 ,105.52
9/3/2020,12,6, 71 ,5.48
9/3/2020,12,6, 80 ,44.38
9/3/2020,12,6, 72 ,1.82
9/3/2020,12,6, 56 ,3311.46
9/3/2020,12,6, 84 ,8.21
9/3/2020,12,6, 63 ,11.4
9/3/2020,12,1, 85 ,11.29
9/3/2020,12,1, 90 ,127.61
9/3/2020,11,1, 85 ,86.07
9/3/2020,7,1, 87 ,1155.6
9/3/2020,6,1, 77 ,341.05
9/3/2020,6,1, 60 ,26623
9/3/2020,5,1, 94 ,249
9/3/2020,5,1, 92 ,367.4
9/3/2020,5,1, 80 ,680
9/3/2020,4,1, 65 ,328.7
9/3/2020,8,1, 81 ,940.49
9/3/2020,3,1, 83 ,395.76
9/3/2020,3,1, 74 ,490
9/3/2020,3,1, 76 ,856
9/3/2020,3,1, 84 ,364
9/3/2020,12,2, 84 ,5.01
9/3/2020,12,2, 77 ,20.97
9/3/2020,12,2, 67 ,9.27
9/3/2020,8,2, 89 ,118.74
9/3/2020,8,2, 85 ,116.83
9/3/2020,8,2, 69 ,58.98
9/3/2020,8,2, 89 ,129.87
9/3/2020,8,2, 65 ,675.34
9/3/2020,3,7, 84 ,49
9/3/2020,11,5, 62 ,285.87
9/3/2020,11,5, 61 ,348.64
9/3/2020,11,4, 92 ,214.39
9/3/2020,11,2, 90 ,26.29
9/3/2020,11,3, 66 ,86.75
9/3/2020,11,3, 74 ,192.29
9/3/2020,11,3, 85 ,29.48
9/3/2020,11,3, 68 ,28.42
9/3/2020,11,3, 65 ,76.29
9/3/2020,6,4, 67 ,72.08
9/3/2020,6,4, 77 ,246
9/3/2020,6,3, 80 ,559.9
9/3/2020,6,3, 68 ,71.76
9/3/2020,6,3, 69 ,19
9/3/2020,6,5, 83 ,54.72
