Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
11/2/2020,8,6, 63 ,18587.79
11/2/2020,5,6, 81 ,478
11/2/2020,5,6, 77 ,635.35
11/2/2020,4,6, 69 ,43.24
11/2/2020,11,6, 67 ,85.48
11/2/2020,12,1, 74 ,32.67
11/2/2020,12,1, 85 ,9.27
11/2/2020,11,1, 83 ,67.78
11/2/2020,6,1, 81 ,302.4
11/2/2020,6,1, 80 ,493.73
11/2/2020,4,1, 73 ,419.44
11/2/2020,8,1, 60 ,78369.73
11/2/2020,8,1, 87 ,1228.38
11/2/2020,8,2, 61 ,3905.7
11/2/2020,11,5, 91 ,19.45
11/2/2020,11,4, 74 ,322.22
11/2/2020,11,2, 77 ,67.65
11/2/2020,11,3, 91 ,77.96
11/2/2020,6,4, 82 ,16
11/2/2020,6,4, 69 ,15.15
11/2/2020,6,3, 90 ,399
11/2/2020,6,5, 77 ,159
11/3/2020,8,6, 85 ,167.75
11/3/2020,8,6, 61 ,6136.04
11/3/2020,7,6, 60 ,52145
11/3/2020,7,6, 56 ,233110
11/3/2020,5,6, 57 ,10243.95
11/3/2020,5,6, 63 ,13218
11/3/2020,4,6, 92 ,370
11/3/2020,4,6, 73 ,281
11/3/2020,4,6, 71 ,68
11/3/2020,3,6, 94 ,16890.12
11/3/2020,3,6, 77 ,1026
11/3/2020,3,6, 77 ,950
11/3/2020,6,6, 68 ,72.8
11/3/2020,6,6, 73 ,158
11/3/2020,11,6, 61 ,1408.62
11/3/2020,11,6, 89 ,99.87
11/3/2020,11,6, 80 ,260.28
11/3/2020,11,6, 66 ,116.72
11/3/2020,12,6, 57 ,428.3
11/3/2020,12,6, 52 ,174.82
11/3/2020,12,6, 83 ,16.72
11/3/2020,12,6, 80 ,70.97
11/3/2020,12,6, 57 ,361.4
11/3/2020,12,1, 90 ,150.76
11/3/2020,11,1, 78 ,95.46
11/3/2020,11,1, 65 ,240.13
11/3/2020,7,1, 81 ,705.85
11/3/2020,7,1, 68 ,209
11/3/2020,5,1, 89 ,146.88
11/3/2020,5,1, 82 ,41.8
11/3/2020,4,1, 87 ,799.05
11/3/2020,4,1, 66 ,718.3
11/3/2020,4,1, 91 ,271
11/3/2020,8,1, 73 ,351.36
11/3/2020,8,1, 62 ,4137.63
11/3/2020,8,2, 71 ,70.78
11/3/2020,8,2, 65 ,473.82
11/3/2020,3,7, 62 ,1027
11/3/2020,3,7, 82 ,12
11/3/2020,11,5, 83 ,15.56
11/3/2020,11,4, 77 ,157.15
11/3/2020,11,4, 84 ,33.74
11/3/2020,11,4, 81 ,106.08
11/3/2020,11,2, 65 ,45.28
11/3/2020,11,2, 76 ,27.36
11/3/2020,11,2, 69 ,3.95
11/3/2020,11,3, 69 ,15.56
11/3/2020,6,4, 71 ,22
11/3/2020,6,3, 68 ,124.74
11/3/2020,6,3, 92 ,532
11/3/2020,6,2, 89 ,64.68
11/3/2020,6,2, 71 ,13
11/4/2020,8,6, 67 ,225.02
11/4/2020,8,6, 52 ,55762.73
11/4/2020,8,6, 69 ,55.63
11/4/2020,8,6, 56 ,255746.76
11/4/2020,8,6, 65 ,546.55
11/4/2020,7,6, 67 ,222.56
11/4/2020,4,6, 89 ,173.76
11/4/2020,4,6, 65 ,521.4
11/4/2020,4,6, 65 ,474
11/4/2020,4,6, 52 ,13183
11/4/2020,3,6, 78 ,256.5
11/4/2020,3,6, 56 ,134925
11/4/2020,6,6, 92 ,295.2
11/4/2020,6,6, 83 ,83
11/4/2020,6,6, 67 ,109
11/4/2020,12,6, 84 ,18.6
11/4/2020,12,6, 71 ,9.27
11/4/2020,12,6, 52 ,144.38
