Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
7/1/2021,8,6, 68 ,152.6
7/1/2021,8,6, 67 ,205.63
7/1/2021,7,6, 76 ,5677.36
7/1/2021,7,6, 80 ,992
7/1/2021,6,6, 72 ,216
7/1/2021,11,6, 78 ,114.6
7/1/2021,11,6, 71 ,28.42
7/1/2021,12,6, 74 ,63.31
7/1/2021,12,6, 65 ,39.06
7/1/2021,11,1, 65 ,157.15
7/1/2021,7,1, 81 ,842
7/1/2021,7,1, 90 ,414
7/1/2021,6,1, 81 ,225.23
7/1/2021,6,1, 77 ,313.02
7/1/2021,6,1, 87 ,340
7/1/2021,8,1, 89 ,270.85
7/1/2021,8,1, 80 ,1698.08
7/1/2021,8,1, 60 ,96677.12
7/1/2021,8,2, 82 ,47.96
7/1/2021,5,7, 93 ,20292.53
7/1/2021,11,5, 60 ,6234.92
7/1/2021,11,5, 81 ,70.97
7/1/2021,11,2, 76 ,28.42
7/1/2021,11,3, 83 ,32.67
7/1/2021,11,3, 91 ,63.07
7/1/2021,6,4, 76 ,113
7/1/2021,6,4, 83 ,66
7/1/2021,6,3, 90 ,389
7/1/2021,6,5, 89 ,60.3
7/2/2021,6,7, 85 ,1983.97
7/3/2021,12,7, 92 ,48913.99
7/4/2021,3,7, 92 ,9109.8
7/4/2021,4,7, 85 ,1311.1
7/4/2021,7,7, 92 ,7920.65
7/4/2021,11,7, 93 ,51080.6
7/6/2021,7,7, 85 ,870.51
7/7/2021,11,7, 85 ,5276.46
7/7/2021,6,7, 93 ,21333
7/8/2021,3,7, 93 ,11134.2
7/9/2021,5,7, 92 ,17257.96
7/9/2021,12,7, 85 ,4571.4
7/9/2021,8,7, 92 ,9377.88
7/9/2021,11,7, 85 ,4182.2
7/10/2021,3,7, 92 ,8472.11
7/10/2021,4,7, 93 ,14290.99
7/10/2021,4,7, 85 ,1284.88
7/10/2021,11,7, 92 ,37639.8
7/11/2021,12,7, 93 ,37844
7/11/2021,11,7, 93 ,41822
7/13/2021,8,7, 85 ,1156
7/13/2021,7,7, 92 ,8609.4
7/14/2021,7,7, 85 ,956.6
7/14/2021,7,7, 93 ,9566
7/14/2021,12,7, 85 ,3784.4
7/15/2021,5,7, 93 ,18617
7/15/2021,5,7, 85 ,1973.4
7/15/2021,6,7, 92 ,19199.7
7/16/2021,12,7, 92 ,34059.6
7/19/2021,4,7, 92 ,11799.9
7/19/2021,8,7, 85 ,1107.11
7/19/2021,12,7, 93 ,52317.15
7/20/2021,4,7, 92 ,11209.91
7/21/2021,8,7, 92 ,10404
7/21/2021,6,7, 93 ,21546.33
7/22/2021,3,7, 93 ,10122
7/22/2021,5,7, 85 ,1861.7
7/22/2021,6,7, 85 ,2133.3
7/23/2021,6,7, 92 ,17471.73
7/24/2021,4,7, 93 ,13111
7/26/2021,3,7, 85 ,941.35
7/27/2021,11,7, 92 ,51529.66
7/28/2021,7,7, 93 ,9852.98
7/29/2021,5,7, 92 ,16755.3
7/29/2021,8,7, 93 ,11560
7/30/2021,3,7, 85 ,1012.2
7/30/2021,8,7, 93 ,11722.34
7/2/2021,8,6, 81 ,677.94
7/2/2021,8,6, 72 ,1863.24
7/2/2021,7,6, 73 ,588.54
7/2/2021,5,6, 83 ,202
7/2/2021,4,6, 69 ,42
7/2/2021,3,6, 52 ,24555.84
7/2/2021,6,6, 92 ,510
7/2/2021,11,6, 63 ,1365.18
7/2/2021,12,6, 78 ,17.78
7/2/2021,12,1, 89 ,172.85
7/2/2021,11,1, 67 ,138.18
7/2/2021,11,1, 61 ,2057.18
7/2/2021,11,1, 68 ,76.29
7/2/2021,7,1, 92 ,540
