Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
7/2/2019,8,6, 63 ,8411.84
7/2/2019,8,6, 61 ,2401.13
7/2/2019,7,6, 72 ,156
7/2/2019,7,6, 60 ,28840
7/2/2019,5,6, 63 ,2244
7/2/2019,4,6, 85 ,100
7/2/2019,3,6, 87 ,360
7/2/2019,4,1, 94 ,95.04
7/2/2019,4,1, 60 ,40900
7/2/2019,3,1, 94 ,216.14
7/2/2019,7,1, 68 ,200
7/2/2019,8,1, 68 ,200
7/2/2019,4,1, 83 ,200
7/2/2019,8,2, 76 ,200
7/2/2019,6,4, 65 ,280
7/2/2019,6,3, 69 ,47.47
7/2/2019,6,3, 83 ,200
7/2/2019,6,5, 66 ,100
7/3/2019,8,6, 56 ,69900
7/3/2019,8,6, 71 ,49.57
7/3/2019,8,6, 56 ,73593.36
7/3/2019,8,6, 53 ,4205.7
7/3/2019,7,6, 63 ,13500
7/3/2019,7,6, 67 ,217
7/3/2019,7,6, 52 ,782
7/3/2019,5,6, 57 ,500
7/3/2019,5,6, 83 ,140
7/3/2019,5,6, 53 ,561
7/3/2019,4,6, 66 ,380
7/3/2019,4,6, 72 ,225
7/3/2019,4,6, 69 ,38
7/3/2019,3,6, 53 ,2600
7/3/2019,3,6, 91 ,221
7/3/2019,3,6, 56 ,33968
7/3/2019,6,6, 57 ,6700
7/3/2019,6,6, 87 ,410
7/3/2019,7,1, 92 ,295
7/3/2019,5,1, 69 ,44.44
7/3/2019,4,1, 77 ,950
7/3/2019,3,1, 87 ,540
7/3/2019,3,1, 77 ,535
7/3/2019,3,1, 76 ,280
7/3/2019,8,2, 94 ,176.38
7/3/2019,3,7, 91 ,62.64
7/3/2019,3,7, 81 ,89
7/3/2019,3,7, 80 ,100
7/3/2019,3,7, 78 ,39
7/3/2019,6,2, 89 ,63
7/3/2019,6,2, 68 ,40
7/4/2019,8,6, 62 ,1000
7/4/2019,8,6, 57 ,9600
7/4/2019,7,6, 85 ,100
7/4/2019,7,6, 72 ,480
7/4/2019,7,6, 77 ,550
7/4/2019,7,6, 73 ,300
7/4/2019,4,6, 65 ,380
7/4/2019,4,6, 80 ,650
7/4/2019,4,6, 67 ,182
7/4/2019,4,6, 53 ,1126
7/4/2019,3,6, 89 ,195.11
7/4/2019,3,6, 61 ,1600
7/4/2019,3,6, 78 ,113
7/4/2019,3,6, 72 ,153
7/4/2019,6,6, 73 ,220
7/4/2019,7,1, 71 ,63
7/4/2019,6,1, 85 ,106
7/4/2019,6,1, 77 ,426
7/4/2019,5,1, 92 ,299.88
7/4/2019,4,1, 90 ,294.3
7/4/2019,8,1, 92 ,369.28
7/4/2019,8,1, 91 ,280.73
7/4/2019,8,1, 71 ,90
7/4/2019,3,1, 91 ,251.94
7/4/2019,5,1, 67 ,200
7/4/2019,8,2, 91 ,135.28
7/4/2019,3,7, 60 ,5520
7/4/2019,6,4, 67 ,109
7/4/2019,6,4, 84 ,90
7/4/2019,6,3, 67 ,211
7/4/2019,6,5, 65 ,198
7/4/2019,6,5, 83 ,50
7/4/2019,6,5, 82 ,20
7/4/2019,6,2, 92 ,124
7/4/2019,6,2, 71 ,16
7/4/2019,6,5, 76 ,100
7/5/2019,8,6, 101 ,241800
7/5/2019,8,6, 68 ,70
7/5/2019,8,6, 78 ,163.21
7/5/2019,8,6, 73 ,198.05
7/5/2019,7,6, 81 ,380
7/5/2019,5,6, 92 ,245.92
7/5/2019,5,6, 65 ,380
7/5/2019,5,6, 82 ,40
7/5/2019,5,6, 69 ,55
7/5/2019,4,6, 60 ,22700
7/5/2019,4,6, 73 ,263
7/5/2019,6,6, 63 ,6900
