Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
4/2/2022,7,6, 94 ,44651
4/2/2022,5,6, 89 ,204.12
4/2/2022,5,6, 74 ,298.98
4/2/2022,5,6, 73 ,339.43
4/2/2022,4,6, 67 ,491.4
4/2/2022,3,6, 83 ,235.33
4/2/2022,6,6, 90 ,348.23
4/2/2022,6,6, 63 ,1293
4/2/2022,13,6, 52 ,3560.24
4/2/2022,13,1, 92 ,288.98
4/2/2022,13,1, 85 ,132.83
4/2/2022,12,1, 73 ,279.27
4/2/2022,7,1, 67 ,618.12
4/2/2022,6,1, 87 ,478.4
4/2/2022,6,1, 65 ,421
4/2/2022,4,1, 82 ,124.67
4/2/2022,8,1, 91 ,563.02
4/2/2022,8,1, 87 ,1696.38
4/2/2022,12,2, 73 ,74.35
4/2/2022,3,7, 87 ,253.8
4/2/2022,11,5, 84 ,62.73
4/2/2022,11,5, 80 ,190.12
4/2/2022,11,3, 94 ,196.66
4/2/2022,11,3, 74 ,359.28
4/2/2022,6,4, 60 ,18678.74
4/2/2022,6,3, 67 ,204.88
4/2/2022,6,3, 92 ,646
4/2/2022,6,3, 61 ,3296
4/2/2022,6,5, 78 ,78.85
4/3/2022,8,6, 83 ,209.87
4/3/2022,7,6, 80 ,1203.3
4/3/2022,7,6, 68 ,254.41
4/3/2022,5,6, 72 ,637
4/3/2022,4,6, 68 ,343.98
4/3/2022,4,6, 101 ,468192
4/3/2022,3,6, 53 ,2517.62
4/3/2022,6,6, 72 ,117.39
4/3/2022,6,6, 82 ,28.71
4/3/2022,6,6, 62 ,1164.94
4/3/2022,6,6, 56 ,54145.3
4/3/2022,6,6, 72 ,129
4/3/2022,6,6, 53 ,8399
4/3/2022,11,6, 82 ,28.42
4/3/2022,11,6, 78 ,127.36
4/3/2022,12,6, 83 ,151.83
4/3/2022,13,6, 91 ,141.47
4/3/2022,13,6, 81 ,446.87
4/3/2022,13,6, 82 ,45.11
4/3/2022,13,6, 56 ,63655.07
4/3/2022,13,1, 90 ,197.8
4/3/2022,13,1, 65 ,331.08
4/3/2022,12,1, 76 ,322.88
4/3/2022,11,1, 62 ,5530.65
4/3/2022,11,1, 81 ,937.04
4/3/2022,11,1, 90 ,342.25
4/3/2022,11,1, 87 ,747.58
4/3/2022,11,1, 61 ,3313.59
4/3/2022,7,1, 66 ,1136.46
4/3/2022,6,1, 81 ,417.18
4/3/2022,5,1, 73 ,629.53
4/3/2022,5,1, 62 ,6141.89
4/3/2022,5,1, 66 ,970
4/3/2022,4,1, 87 ,1710
4/3/2022,8,1, 90 ,745.03
4/3/2022,8,1, 83 ,551.09
4/3/2022,8,1, 78 ,573.82
4/3/2022,12,2, 87 ,153.48
4/3/2022,12,2, 60 ,8018.17
4/3/2022,12,2, 71 ,17.66
4/3/2022,12,2, 80 ,109.27
4/3/2022,3,7, 92 ,174.4
4/3/2022,3,7, 85 ,50.05
4/3/2022,3,7, 60 ,13386
4/3/2022,11,5, 87 ,252.22
4/3/2022,11,5, 83 ,66.84
4/3/2022,11,4, 71 ,44.38
4/3/2022,11,4, 76 ,181.61
4/3/2022,11,2, 68 ,96.51
4/3/2022,11,3, 89 ,163.81
4/3/2022,11,3, 85 ,122.93
4/3/2022,11,3, 92 ,194.38
4/3/2022,11,3, 78 ,111.4
4/3/2022,11,3, 71 ,53.95
4/3/2022,6,4, 90 ,297
4/3/2022,6,4, 81 ,261
4/3/2022,6,4, 62 ,2038
4/3/2022,6,3, 69 ,45.58
4/3/2022,6,3, 74 ,165
4/3/2022,6,3, 67 ,197
4/3/2022,6,3, 66 ,387
4/3/2022,6,3, 62 ,2397
