Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
1/2/2022,8,6, 62 ,2419.89
1/2/2022,8,6, 60 ,46648
1/2/2022,8,6, 91 ,261.04
1/2/2022,7,6, 94 ,37515.52
1/2/2022,7,6, 89 ,214.83
1/2/2022,5,6, 74 ,442.68
1/2/2022,5,6, 54 ,1
1/2/2022,4,6, 53 ,20742
1/2/2022,3,6, 54 ,11
1/2/2022,3,6, 53 ,3957
1/2/2022,11,6, 81 ,480.24
1/2/2022,12,6, 78 ,216.72
1/2/2022,13,1, 81 ,338.67
1/2/2022,12,1, 69 ,19.91
1/2/2022,7,1, 68 ,357
1/2/2022,6,1, 80 ,591.48
1/2/2022,6,1, 77 ,504
1/2/2022,6,1, 67 ,156
1/2/2022,12,2, 69 ,8.49
1/2/2022,8,2, 81 ,619.82
1/2/2022,8,2, 74 ,489.99
1/2/2022,3,7, 85 ,90.24
1/2/2022,11,4, 69 ,15.65
1/2/2022,11,2, 94 ,91.19
1/2/2022,6,3, 85 ,113.36
1/2/2022,6,5, 69 ,17.28
1/3/2022,8,6, 53 ,23789.07
1/3/2022,8,6, 66 ,544.13
1/3/2022,8,6, 63 ,12939.2
1/3/2022,7,6, 92 ,491.92
1/3/2022,7,6, 87 ,1240.2
1/3/2022,7,6, 60 ,53820
1/3/2022,4,6, 77 ,1005.1
1/3/2022,4,6, 74 ,405.9
1/3/2022,4,6, 57 ,10474.71
1/3/2022,4,6, 54 ,1233.84
1/3/2022,4,6, 76 ,3298
1/3/2022,3,6, 82 ,60.18
1/3/2022,3,6, 57 ,5936
1/3/2022,6,6, 74 ,153.3
1/3/2022,6,6, 56 ,46890.61
1/3/2022,6,6, 62 ,1571
1/3/2022,6,6, 65 ,300
1/3/2022,11,6, 80 ,832.74
1/3/2022,11,6, 61 ,3816.91
1/3/2022,11,6, 74 ,320.98
1/3/2022,12,6, 77 ,1181.49
1/3/2022,13,6, 67 ,264.41
1/3/2022,13,6, 76 ,1513.56
1/3/2022,13,1, 73 ,162.77
1/3/2022,13,1, 66 ,234.59
1/3/2022,13,1, 89 ,120.55
1/3/2022,13,1, 85 ,108.27
1/3/2022,13,1, 65 ,259.15
1/3/2022,7,1, 69 ,99.84
1/3/2022,7,1, 94 ,394
1/3/2022,5,1, 81 ,827
1/3/2022,5,1, 71 ,131
1/3/2022,4,1, 71 ,153.92
1/3/2022,8,1, 82 ,122.3
1/3/2022,3,1, 60 ,67907.84
1/3/2022,3,1, 68 ,473
1/3/2022,13,2, 66 ,504.77
1/3/2022,12,2, 69 ,6.08
1/3/2022,8,2, 91 ,214.79
1/3/2022,3,7, 68 ,70.72
1/3/2022,3,7, 74 ,193
1/3/2022,11,4, 66 ,216.38
1/3/2022,11,4, 68 ,53.95
1/3/2022,11,2, 89 ,99.98
1/3/2022,11,2, 80 ,447.77
1/3/2022,11,2, 67 ,133.74
1/3/2022,6,4, 66 ,270
1/3/2022,6,3, 84 ,110.09
1/3/2022,6,3, 66 ,285.74
1/3/2022,6,3, 65 ,324.3
1/3/2022,6,5, 84 ,42.14
1/3/2022,6,5, 91 ,124.62
1/3/2022,6,5, 71 ,24
1/3/2022,6,2, 85 ,28.62
1/3/2022,6,2, 84 ,30.74
1/3/2022,6,2, 73 ,85.02
1/4/2022,8,6, 68 ,200.68
1/4/2022,8,6, 92 ,437.45
1/4/2022,8,6, 85 ,205.63
1/4/2022,7,6, 80 ,1257.12
1/4/2022,7,6, 71 ,152
1/4/2022,5,6, 94 ,12610.44
1/4/2022,5,6, 91 ,350.7
1/4/2022,5,6, 80 ,1277
1/4/2022,4,6, 73 ,521.64
