Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
5/1/2022,8,6, 56 ,141532.3
5/1/2022,4,6, 66 ,1005.9
5/1/2022,3,6, 67 ,325.36
5/1/2022,3,6, 73 ,414.96
5/1/2022,6,6, 71 ,27
5/1/2022,12,6, 85 ,207.62
5/1/2022,12,6, 76 ,3589.67
5/1/2022,12,6, 87 ,575.24
5/1/2022,13,1, 66 ,301.26
5/1/2022,11,1, 68 ,216.72
5/1/2022,7,1, 81 ,1068.57
5/1/2022,7,1, 85 ,331
5/1/2022,6,1, 74 ,174
5/1/2022,4,1, 94 ,425.04
5/1/2022,4,1, 78 ,501
5/1/2022,3,1, 87 ,1304.56
5/1/2022,3,1, 84 ,257.04
5/1/2022,3,1, 77 ,1517
5/1/2022,13,2, 82 ,47.03
5/1/2022,8,2, 77 ,875.34
5/1/2022,3,7, 77 ,272
5/1/2022,11,2, 82 ,19.91
5/1/2022,6,4, 71 ,51.7
5/1/2022,6,3, 60 ,30372.16
5/1/2022,6,5, 84 ,60
5/1/2022,6,5, 62 ,960
5/1/2022,6,2, 77 ,129.2
5/2/2022,8,6, 77 ,1189.05
5/2/2022,7,6, 77 ,1004.92
5/2/2022,4,6, 69 ,106.08
5/2/2022,3,6, 82 ,83
5/2/2022,12,6, 71 ,89.06
5/2/2022,13,6, 90 ,339.11
5/2/2022,13,1, 74 ,626.11
5/2/2022,12,1, 65 ,413.54
5/2/2022,12,1, 61 ,1591.21
5/2/2022,7,1, 71 ,136.4
5/2/2022,8,2, 80 ,1255.08
5/2/2022,3,7, 81 ,230.92
5/2/2022,3,7, 78 ,109
5/2/2022,11,5, 85 ,13.53
5/2/2022,11,2, 81 ,150.25
5/2/2022,11,2, 68 ,44.98
5/2/2022,11,3, 85 ,138
5/2/2022,11,3, 85 ,94.38
5/2/2022,11,3, 84 ,102.89
5/2/2022,6,4, 77 ,333
5/2/2022,6,3, 76 ,333
5/2/2022,6,3, 91 ,307
5/2/2022,6,5, 60 ,16524.4
5/2/2022,6,2, 89 ,76.26
5/2/2022,6,2, 91 ,101
5/3/2022,7,6, 63 ,38838.54
5/3/2022,7,6, 73 ,452
5/3/2022,5,6, 60 ,55973
5/3/2022,4,6, 57 ,21800.88
5/3/2022,4,6, 63 ,17943
5/3/2022,3,6, 89 ,343
5/3/2022,6,6, 90 ,405
5/3/2022,6,6, 54 ,2007
5/3/2022,11,6, 89 ,221.1
5/3/2022,11,6, 61 ,4011.22
5/3/2022,11,6, 72 ,2439.1
5/3/2022,12,6, 78 ,347.42
5/3/2022,12,6, 65 ,913.38
5/3/2022,13,6, 80 ,1078.54
5/3/2022,13,6, 91 ,263.72
5/3/2022,13,6, 85 ,213.54
5/3/2022,13,1, 89 ,94.74
5/3/2022,13,1, 76 ,281.96
5/3/2022,13,1, 68 ,148.62
5/3/2022,12,1, 90 ,110.34
5/3/2022,11,1, 62 ,2215.69
5/3/2022,11,1, 73 ,260.34
5/3/2022,11,1, 78 ,170.98
5/3/2022,7,1, 92 ,620.16
5/3/2022,7,1, 90 ,456
5/3/2022,5,1, 91 ,339.08
5/3/2022,5,1, 78 ,331.55
5/3/2022,4,1, 68 ,253.8
5/3/2022,4,1, 67 ,359.1
5/3/2022,4,1, 66 ,687
5/3/2022,4,1, 60 ,84456
5/3/2022,4,1, 89 ,414
5/3/2022,8,1, 84 ,355.06
5/3/2022,8,1, 78 ,539.56
5/3/2022,3,1, 61 ,8667.75
5/3/2022,13,2, 74 ,741.62
5/3/2022,12,2, 94 ,23.1
5/3/2022,12,2, 67 ,42.25
5/3/2022,8,2, 77 ,1157.16
