Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
11/2/2019,7,6, 69 ,28.5
11/2/2019,7,6, 85 ,100
11/2/2019,5,6, 90 ,218
11/2/2019,4,6, 74 ,200
11/2/2019,4,6, 69 ,36
11/2/2019,6,6, 60 ,16380
11/2/2019,7,1, 87 ,750
11/2/2019,5,1, 94 ,259.56
11/2/2019,5,1, 87 ,720
11/2/2019,5,1, 73 ,332
11/2/2019,4,1, 80 ,1100
11/2/2019,8,1, 65 ,682.91
11/2/2019,3,1, 90 ,282.8
11/2/2019,3,1, 85 ,90
11/2/2019,6,5, 82 ,18
11/2/2019,6,2, 87 ,176
11/3/2019,7,6, 56 ,169000
11/3/2019,7,6, 63 ,31283
11/3/2019,7,6, 61 ,2116
11/3/2019,4,6, 67 ,200
11/3/2019,4,6, 82 ,50
11/3/2019,3,6, 90 ,182.28
11/3/2019,3,6, 81 ,200
11/3/2019,3,6, 66 ,200
11/3/2019,3,6, 77 ,280
11/3/2019,3,6, 101 ,208944
11/3/2019,3,6, 72 ,104
11/3/2019,3,6, 52 ,8357
11/3/2019,6,6, 90 ,223.44
11/3/2019,6,1, 69 ,35.28
11/3/2019,6,1, 77 ,480
11/3/2019,6,1, 77 ,430
11/3/2019,6,1, 82 ,30
11/3/2019,8,1, 80 ,1532.93
11/3/2019,3,1, 67 ,160
11/3/2019,3,1, 77 ,480
11/3/2019,8,2, 87 ,682.91
11/3/2019,8,2, 89 ,132.9
11/3/2019,3,7, 94 ,66.24
11/3/2019,3,7, 78 ,54
11/3/2019,3,7, 76 ,102
11/3/2019,6,4, 92 ,147.6
11/3/2019,6,3, 92 ,332.2
11/3/2019,6,5, 89 ,86
11/4/2019,8,6, 82 ,30
11/4/2019,8,6, 56 ,300000
11/4/2019,8,6, 69 ,25.32
11/4/2019,5,6, 90 ,198.38
11/4/2019,5,6, 68 ,200
11/4/2019,5,6, 66 ,380
11/4/2019,5,6, 71 ,60
11/4/2019,4,6, 53 ,4100
11/4/2019,3,6, 87 ,280
11/4/2019,3,6, 92 ,249
11/4/2019,3,6, 76 ,970
11/4/2019,6,6, 63 ,6100
11/4/2019,6,6, 68 ,73
11/4/2019,6,6, 62 ,819
11/4/2019,6,1, 89 ,158.1
11/4/2019,4,1, 91 ,214.76
11/4/2019,4,1, 60 ,49000
11/4/2019,4,1, 83 ,280
11/4/2019,8,1, 83 ,345.03
11/4/2019,3,1, 66 ,315
11/4/2019,3,1, 80 ,550
11/4/2019,3,1, 68 ,100
11/4/2019,8,2, 69 ,31.68
11/4/2019,8,2, 85 ,128.36
11/4/2019,8,2, 73 ,220
11/4/2019,3,7, 90 ,103.88
11/4/2019,3,7, 77 ,200
11/4/2019,6,4, 76 ,200
11/4/2019,6,4, 77 ,313
11/4/2019,6,3, 81 ,350
11/4/2019,6,3, 66 ,261
11/4/2019,6,3, 62 ,1516
11/4/2019,6,5, 91 ,106
11/4/2019,6,5, 87 ,200
11/4/2019,6,2, 60 ,9600
11/4/2019,6,4, 67 ,100
11/4/2019,6,3, 67 ,100
11/4/2019,6,5, 65 ,100
11/5/2019,8,6, 91 ,133.44
11/5/2019,8,6, 90 ,185.93
11/5/2019,8,6, 72 ,1393.53
11/5/2019,7,6, 73 ,300
11/5/2019,7,6, 57 ,18800
11/5/2019,7,6, 77 ,507
11/5/2019,7,6, 71 ,42
11/5/2019,5,6, 89 ,134.9
11/5/2019,5,6, 73 ,245
11/5/2019,5,6, 69 ,32
11/5/2019,5,6, 52 ,33698
11/5/2019,5,6, 63 ,24070
11/5/2019,5,6, 83 ,165
11/5/2019,4,6, 65 ,380
