Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
12/1/2021,8,6, 76 ,7816.08
12/1/2021,8,6, 65 ,929.55
12/1/2021,5,6, 87 ,926.64
12/1/2021,4,6, 68 ,292.5
12/1/2021,4,6, 61 ,6347.88
12/1/2021,4,6, 84 ,273
12/1/2021,4,6, 68 ,325
12/1/2021,3,6, 60 ,44976.96
12/1/2021,11,6, 71 ,52.89
12/1/2021,12,6, 54 ,956.09
12/1/2021,13,6, 92 ,261.99
12/1/2021,13,6, 63 ,4223.97
12/1/2021,7,1, 71 ,144.16
12/1/2021,7,1, 74 ,397
12/1/2021,5,1, 78 ,321
12/1/2021,8,1, 69 ,201.08
12/1/2021,3,7, 67 ,114.13
12/1/2021,11,4, 94 ,122.04
12/1/2021,11,2, 92 ,135.36
12/1/2021,6,4, 80 ,338
12/1/2021,6,5, 74 ,97.52
12/1/2021,6,5, 71 ,18
12/1/2021,6,2, 81 ,152.28
12/2/2021,8,6, 83 ,269.23
12/2/2021,8,6, 67 ,361.01
12/2/2021,7,6, 85 ,249
12/2/2021,7,6, 68 ,276
12/2/2021,4,6, 63 ,25241.13
12/2/2021,4,6, 54 ,69
12/2/2021,3,6, 67 ,225.42
12/2/2021,3,6, 74 ,236
12/2/2021,6,6, 65 ,264.16
12/2/2021,6,6, 101 ,222214
12/2/2021,6,6, 84 ,89
12/2/2021,6,6, 82 ,29
12/2/2021,6,6, 56 ,90882
12/2/2021,11,1, 77 ,615.66
12/2/2021,11,1, 60 ,32673.71
12/2/2021,7,1, 90 ,474
12/2/2021,5,1, 77 ,1377.11
12/2/2021,8,1, 84 ,386.79
12/2/2021,8,1, 65 ,1260.36
12/2/2021,8,1, 90 ,617.76
12/2/2021,3,1, 91 ,570
12/2/2021,13,2, 92 ,401.26
12/2/2021,8,2, 81 ,717.76
12/2/2021,11,5, 87 ,149.7
12/2/2021,11,2, 77 ,440.52
12/2/2021,11,2, 74 ,323.17
12/2/2021,11,3, 80 ,427.36
12/2/2021,6,4, 65 ,201.96
12/2/2021,6,4, 82 ,22
12/2/2021,6,3, 89 ,318
12/2/2021,6,5, 82 ,17
12/2/2021,6,2, 71 ,18.9
12/3/2021,8,6, 54 ,1647.25
12/3/2021,8,6, 94 ,91374.35
12/3/2021,8,6, 60 ,58923.46
12/3/2021,7,6, 81 ,850
12/3/2021,7,6, 66 ,720
12/3/2021,7,6, 57 ,18777
12/3/2021,5,6, 68 ,293
12/3/2021,4,6, 101 ,597110.8
12/3/2021,4,6, 94 ,37758.7
12/3/2021,4,6, 74 ,340.37
12/3/2021,4,6, 73 ,414
12/3/2021,3,6, 101 ,383642.56
12/3/2021,3,6, 54 ,1508
12/3/2021,6,6, 74 ,128.31
12/3/2021,6,6, 52 ,4444
12/3/2021,11,6, 83 ,101.82
12/3/2021,11,6, 67 ,190.12
12/3/2021,12,6, 63 ,6371.23
12/3/2021,13,6, 54 ,120.73
12/3/2021,13,6, 53 ,18626.69
12/3/2021,13,6, 62 ,2411.82
12/3/2021,13,6, 71 ,64.41
12/3/2021,13,1, 90 ,166.32
12/3/2021,13,1, 77 ,335.57
12/3/2021,11,1, 82 ,76.65
12/3/2021,11,1, 68 ,166.72
12/3/2021,11,1, 90 ,289.06
12/3/2021,6,1, 89 ,273
12/3/2021,6,1, 73 ,266
12/3/2021,6,1, 65 ,447
12/3/2021,6,1, 61 ,2239
12/3/2021,5,1, 91 ,300.48
12/3/2021,4,1, 77 ,1573.2
12/3/2021,3,1, 87 ,1410.75
12/3/2021,3,1, 60 ,73638.18
12/3/2021,3,1, 87 ,1485
12/3/2021,3,1, 84 ,356
