Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
4/2/2020,7,6, 85 ,100
4/2/2020,7,6, 81 ,509
4/2/2020,5,6, 56 ,51900
4/2/2020,4,6, 101 ,141527
4/2/2020,4,6, 76 ,1389
4/2/2020,6,6, 90 ,236.61
4/2/2020,6,6, 83 ,100
4/2/2020,6,6, 67 ,100
4/2/2020,6,6, 77 ,380
4/2/2020,6,6, 66 ,223
4/2/2020,7,1, 80 ,850
4/2/2020,5,1, 85 ,144
4/2/2020,3,1, 81 ,380
4/2/2020,3,1, 66 ,380
4/2/2020,3,1, 85 ,100
4/2/2020,5,1, 85 ,200
4/2/2020,8,1, 78 ,200
4/2/2020,6,5, 60 ,11362
4/2/2020,6,2, 92 ,127
4/3/2020,8,6, 91 ,156.49
4/3/2020,5,6, 69 ,62.62
4/3/2020,5,6, 84 ,100
4/3/2020,5,6, 52 ,11200
4/3/2020,5,6, 85 ,117
4/3/2020,4,6, 85 ,100
4/3/2020,4,6, 73 ,400
4/3/2020,4,6, 71 ,90
4/3/2020,4,6, 62 ,2081
4/3/2020,4,6, 66 ,316
4/3/2020,3,6, 66 ,200
4/3/2020,3,6, 84 ,70
4/3/2020,3,6, 89 ,155
4/3/2020,6,6, 57 ,7400
4/3/2020,7,1, 69 ,54
4/3/2020,7,1, 65 ,540
4/3/2020,6,1, 92 ,320
4/3/2020,6,1, 65 ,338
4/3/2020,6,1, 61 ,2000
4/3/2020,4,1, 87 ,990
4/3/2020,4,1, 74 ,183
4/3/2020,3,1, 84 ,100
4/3/2020,3,7, 74 ,80
4/3/2020,6,4, 80 ,515
4/3/2020,6,4, 68 ,73
4/3/2020,6,5, 65 ,117
4/3/2020,6,5, 62 ,650
4/3/2020,6,2, 74 ,200
4/3/2020,6,2, 76 ,107
4/3/2020,6,5, 76 ,100
4/4/2020,8,6, 68 ,70
4/4/2020,8,6, 87 ,546.55
4/4/2020,7,6, 73 ,300
4/4/2020,7,6, 56 ,44840
4/4/2020,5,6, 101 ,153100
4/4/2020,4,6, 69 ,35.35
4/4/2020,3,6, 74 ,100
4/4/2020,3,6, 76 ,1000
4/4/2020,6,6, 94 ,5819
4/4/2020,6,6, 57 ,6160
4/4/2020,7,1, 82 ,56
4/4/2020,7,1, 60 ,36700
4/4/2020,6,1, 94 ,76
4/4/2020,6,1, 82 ,34
4/4/2020,6,1, 77 ,468
4/4/2020,6,1, 91 ,192
4/4/2020,5,1, 94 ,216.6
4/4/2020,5,1, 91 ,188
4/4/2020,5,1, 89 ,153
4/4/2020,5,1, 77 ,792
4/4/2020,5,1, 80 ,850
4/4/2020,5,1, 77 ,650
4/4/2020,8,1, 71 ,90
4/4/2020,3,1, 61 ,2284
4/4/2020,4,1, 83 ,200
4/4/2020,8,2, 94 ,200.62
4/4/2020,8,2, 94 ,208.66
4/4/2020,8,2, 78 ,181.39
4/4/2020,3,7, 82 ,10
4/4/2020,3,7, 67 ,44
4/4/2020,6,4, 92 ,322
4/4/2020,6,4, 73 ,220
4/4/2020,6,3, 82 ,40
4/4/2020,6,3, 89 ,186
4/4/2020,6,3, 92 ,381
4/4/2020,6,3, 66 ,380
4/4/2020,6,5, 74 ,99
4/4/2020,6,5, 68 ,40
4/4/2020,6,5, 83 ,60
4/4/2020,6,2, 62 ,850
4/5/2020,8,6, 77 ,380
4/5/2020,8,6, 71 ,50
4/5/2020,8,6, 90 ,198.05
4/5/2020,7,6, 69 ,57.66
4/5/2020,7,6, 66 ,560
4/5/2020,5,6, 63 ,3993
4/5/2020,4,6, 80 ,623
4/5/2020,3,6, 94 ,13108.16
4/5/2020,3,6, 67 ,102
