Title,PPF Corporation Actuals Data Extract,,,
Date Extracted,8/1/2022,,,
Extracted By,Helen Jones (Finance Manager),,,
,,,,
DateKey,OrganizationKey,DepartmentKey, AccountKey ,Amount_LocalCCY
4/2/2021,7,6, 90 ,341.04
4/2/2021,7,6, 83 ,244.15
4/2/2021,7,6, 80 ,1134
4/2/2021,5,6, 52 ,7595
4/2/2021,4,6, 91 ,173.91
4/2/2021,3,6, 84 ,168
4/2/2021,6,6, 78 ,96.6
4/2/2021,6,6, 66 ,217.36
4/2/2021,11,6, 77 ,288
4/2/2021,12,1, 84 ,12.15
4/2/2021,12,1, 65 ,19.91
4/2/2021,7,1, 80 ,1028.61
4/2/2021,7,1, 60 ,64679.68
4/2/2021,7,1, 67 ,371
4/2/2021,6,1, 73 ,138.32
4/2/2021,6,1, 78 ,102
4/2/2021,5,1, 78 ,212
4/2/2021,8,1, 94 ,410.53
4/2/2021,8,1, 81 ,832.91
4/2/2021,3,1, 67 ,450
4/2/2021,8,2, 90 ,197.85
4/2/2021,8,2, 89 ,107.74
4/2/2021,8,2, 94 ,213.21
4/2/2021,3,7, 85 ,62.79
4/2/2021,11,5, 85 ,14.32
4/3/2021,8,6, 52 ,46001.56
4/3/2021,8,6, 92 ,249.04
4/3/2021,8,6, 80 ,740.49
4/3/2021,7,6, 67 ,336.6
4/3/2021,5,6, 94 ,35062.83
4/3/2021,5,6, 62 ,4428
4/3/2021,5,6, 89 ,140
4/3/2021,5,6, 83 ,131
4/3/2021,5,6, 78 ,170
4/3/2021,5,6, 101 ,379768
4/3/2021,5,6, 56 ,78998
4/3/2021,4,6, 89 ,149.94
4/3/2021,4,6, 92 ,313
4/3/2021,3,6, 69 ,66.95
4/3/2021,3,6, 67 ,285
4/3/2021,3,6, 66 ,567.36
4/3/2021,3,6, 92 ,336
4/3/2021,3,6, 76 ,4358
4/3/2021,3,6, 67 ,300
4/3/2021,6,6, 92 ,401.94
4/3/2021,11,6, 92 ,282.01
4/3/2021,11,6, 61 ,1939.09
4/3/2021,12,6, 72 ,2.48
4/3/2021,12,6, 83 ,12.46
4/3/2021,12,1, 80 ,64.16
4/3/2021,12,1, 65 ,28.25
4/3/2021,12,1, 81 ,27.36
4/3/2021,11,1, 87 ,298.49
4/3/2021,11,1, 85 ,62.41
4/3/2021,11,1, 71 ,47.02
4/3/2021,11,1, 81 ,256.41
4/3/2021,11,1, 90 ,164.59
4/3/2021,11,1, 60 ,15110.62
4/3/2021,7,1, 66 ,709
4/3/2021,7,1, 81 ,643
4/3/2021,7,1, 89 ,191
4/3/2021,6,1, 92 ,367
4/3/2021,6,1, 85 ,71
4/3/2021,6,1, 73 ,152
4/3/2021,4,1, 87 ,783.83
4/3/2021,4,1, 87 ,761
4/3/2021,4,1, 85 ,169
4/3/2021,8,1, 87 ,1228.38
4/3/2021,8,1, 65 ,737.46
4/3/2021,8,1, 61 ,8033.05
4/3/2021,3,1, 82 ,101
4/3/2021,3,1, 77 ,1323
4/3/2021,3,1, 74 ,436.8
4/3/2021,3,1, 69 ,99.96
4/3/2021,8,2, 73 ,292
4/3/2021,8,2, 60 ,36604.79
4/3/2021,8,2, 61 ,3755.7
4/3/2021,3,7, 60 ,21800.1
4/3/2021,11,5, 66 ,50.9
4/3/2021,11,4, 80 ,296.38
4/3/2021,11,4, 69 ,20.78
4/3/2021,11,4, 78 ,65.65
4/3/2021,11,2, 71 ,15.65
4/3/2021,11,3, 89 ,107.75
4/3/2021,11,3, 73 ,104.09
4/3/2021,11,3, 74 ,165.66
4/3/2021,11,3, 68 ,43.31
4/3/2021,6,4, 91 ,156.88
4/3/2021,6,4, 85 ,48
4/3/2021,6,4, 67 ,50
4/3/2021,6,5, 65 ,169
4/4/2021,8,6, 63 ,14839.72
4/4/2021,7,6, 87 ,891
